t Pi r1 r2
746500 3.143396 2.630808 0.940091
746600 3.143367 2.878747 0.858088
746700 3.143352 2.516654 0.234830
746800 3.143402 0.318069 0.502332
746900 3.143512 0.427671 0.839556
747000 3.143523 2.666539 0.904303
747100 3.143540 1.290190 0.146764
747200 3.143571 2.433323 0.061707
747300 3.143595 2.978153 0.908129
747400 3.143559 0.056866 0.144569
747500 3.143543 1.356186 0.460784
747600 3.143534 2.039371 0.633121
747700 3.143525 1.142340 0.717153
747800 3.143589 0.242782 0.273998
747900 3.143613 1.602680 0.851120
748000 3.143584 2.970855 0.350456
748100 3.143614 2.770691 0.854056
748200 3.143638 2.576276 0.828158
748300 3.143616 2.274660 0.613150
748400 3.143587 1.575005 0.630481
748500 3.143591 1.046821 0.329395
748600 3.143555 0.869945 0.599179
748700 3.143573 0.099519 0.059532
748800 3.143649 1.549397 0.559500
748900 3.143673 0.640200 0.029923
749000 3.143592 0.891580 0.227678
749100 3.143629 2.580188 0.377707
749200 3.143646 1.057263 0.652299
749300 3.143630 2.599149 0.593361
749400 3.143621 1.449737 0.639177
749500 3.143619 0.721251 0.013603
749600 3.143676 1.219535 0.437844
749700 3.143706 3.060568 0.755754
749800 3.143690 0.380204 0.759132
749900 3.143714 1.307718 0.973555
750000 3.143744 0.681701 0.733824
750100 3.143795 0.483894 0.252392
750200 3.143812 2.674299 0.434922
750300 3.143777 3.013313 0.591493
750400 3.143794 0.609076 0.124593
750500 3.143785 0.188628 0.471320
750600 3.143769 0.190716 0.753234
750700 3.143826 2.236269 0.057960
750800 3.143863 2.593765 0.483499
750900 3.143788 2.389644 0.322562
751000 3.143779 2.140188 0.708984
751100 3.143756 2.239063 0.845479
751200 3.143695 2.605915 0.651212
751300 3.143725 2.532750 0.244757
751400 3.143729 0.438154 0.397347
751500 3.143733 1.191804 0.550486
751600 3.143731 2.342916 0.939717
751700 3.143702 0.311557 0.264621
751800 3.143719 2.717486 0.321451
751900 3.143717 1.348705 0.035005
752000 3.143721 2.139332 0.621080
752100 3.143751 2.175447 0.647409
752200 3.143703 2.052746 0.932685
752300 3.143700 1.342351 0.388785
752400 3.143744 2.011134 0.529640
752500 3.143734 0.195618 0.583757
752600 3.143758 2.279753 0.905752
752700 3.143821 0.181817 0.281926
752800 3.143806 0.485894 0.955633
752900 3.143784 1.289596 0.522102
753000 3.143801 1.272949 0.947721
753100 3.143772 0.768808 0.528052
753200 3.143783 1.736411 0.787439
753300 3.143747 2.596079 0.402435
753400 3.143738 0.070679 0.305300
753500 3.143782 0.286519 0.195076
753600 3.143805 2.902747 0.963745
753700 3.143829 1.285737 0.006632
753800 3.143892 2.276632 0.940494
753900 3.143877 2.564731 0.787901
754000 3.143887 0.263027 0.162315
754100 3.143904 2.996412 0.659368
754200 3.143928 1.044642 0.415983
754300 3.143939 2.898387 0.184150
754400 3.143942 0.528883 0.960997
754500 3.143881 0.546129 0.059730
754600 3.143937 2.567780 0.567364
754700 3.143955 0.521622 0.346065
754800 3.143985 2.801875 0.877785
754900 3.143963 1.631412 0.207583
755000 3.144006 0.721012 0.870275
755100 3.143997 0.548625 0.334553
755200 3.143994 2.571885 0.693906
755300 3.143998 2.329391 0.470862
755400 3.144028 1.492374 0.133518
755500 3.144046 2.984719 0.176628
755600 3.144043 1.878240 0.218716
755700 3.143982 2.530351 0.885006
755800 3.144012 2.819330 0.860846
755900 3.144016 3.132100 0.332955
756000 3.143994 2.631989 0.399246
756100 3.143998 2.451493 0.452275
756200 3.144028 0.181204 0.784485
756300 3.144012 2.187935 0.237191
756400 3.143997 3.022818 0.586707
756500 3.143968 1.392363 0.681389
756600 3.143979 0.584128 0.802805
756700 3.143956 2.038116 0.453570
756800 3.143895 1.732021 0.912239
756900 3.143945 1.688916 0.447744
757000 3.143942 0.804458 0.447803
757100 3.143986 1.615575 0.824118
757200 3.143963 2.942120 0.821690
757300 3.143915 0.192091 0.060346
757400 3.143926 1.974638 0.812304
757500 3.143884 1.731889 0.176522
757600 3.143921 0.245388 0.788143
757700 3.143964 1.965792 0.037022
757800 3.143955 2.247905 0.695430
757900 3.143959 3.015503 0.378562
758000 3.143950 1.353888 0.356634
758100 3.143915 2.570667 0.510216
758200 3.143873 0.717176 0.467227
758300 3.143890 1.207241 0.933650
758400 3.143868 1.425572 0.822160
758500 3.143892 1.673725 0.670786
758600 3.143902 0.420833 0.260902
758700 3.143893 0.061039 0.822006
758800 3.143871 2.196801 0.206332
758900 3.143862 1.801839 0.177196
759000 3.143879 2.741032 0.613134
759100 3.143870 0.513129 0.356054
759200 3.143907 2.085408 0.803117
759300 3.143911 2.562078 0.824773
759400 3.143928 1.054844 0.505443
759500 3.143912 2.732793 0.559419
759600 3.143857 1.970645 0.083472
759700 3.143894 3.034635 0.609483
759800 3.143846 1.300296 0.587547
759900 3.143837 1.986508 0.991045
760000 3.143828 0.017054 0.142852
760100 3.143832 3.057399 0.536638
760200 3.143843 3.078528 0.401786
760300 3.143808 0.707582 0.719306
760400 3.143864 0.183114 0.597050
760500 3.143913 0.653823 0.759653
760600 3.143878 1.218657 0.272200
760700 3.143882 0.603146 0.951531
760800 3.143925 1.031496 0.406730
760900 3.143942 0.988503 0.020666
761000 3.143959 1.625261 0.448970
761100 3.143937 2.396221 0.442923
761200 3.143980 2.906211 0.790456
761300 3.143932 0.265199 0.372573
761400 3.143910 1.499000 0.457112
761500 3.143934 1.327505 0.800020
761600 3.143905 3.093775 0.332327
761700 3.143870 1.590811 0.079419
761800 3.143829 0.345019 0.817502
761900 3.143826 2.310721 0.182925
762000 3.143863 1.823833 0.537271
762100 3.143867 1.345469 0.464947
762200 3.143851 1.977237 0.042017
762300 3.143803 1.052251 0.036033
762400 3.143820 1.679140 0.647079
762500 3.143876 0.344979 0.685480
762600 3.143822 3.107151 0.421136
762700 3.143858 2.002371 0.555485
762800 3.143823 2.777353 0.400158
762900 3.143840 1.520511 0.118399
763000 3.143857 1.723922 0.732479
763100 3.143796 2.578650 0.547034
763200 3.143781 0.028388 0.624590
763300 3.143746 0.403906 0.669181
763400 3.143731 1.003237 0.083689
763500 3.143741 1.947972 0.223781
763600 3.143700 1.287661 0.188085
763700 3.143698 0.617254 0.328038
763800 3.143753 2.399023 0.024399
763900 3.143718 1.866959 0.022071
764000 3.143684 2.562539 0.516728
764100 3.143707 0.702401 0.293070
764200 3.143672 2.276420 0.362494
764300 3.143689 2.799248 0.994423
764400 3.143745 0.579651 0.792498
764500 3.143788 2.400177 0.306613
764600 3.143779 1.690178 0.377665
764700 3.143776 3.036882 0.584226
764800 3.143735 1.523772 0.080589
764900 3.143765 0.930017 0.798478
765000 3.143743 1.608060 0.846443
765100 3.143760 0.742146 0.905221
765200 3.143725 0.683603 0.377588
765300 3.143742 0.258232 0.577759
765400 3.143798 0.786895 0.937998
765500 3.143770 1.830215 0.668440
765600 3.143812 2.494519 0.904197
765700 3.143829 0.230846 0.303660
765800 3.143833 2.575555 0.740414
765900 3.143798 0.830065 0.710043
766000 3.143764 0.406515 0.572363
766100 3.143748 2.305439 0.871095
766200 3.143739 2.615846 0.985771
766300 3.143685 0.557015 0.175482
766400 3.143676 0.373505 0.591085
766500 3.143680 0.362954 0.760988
766600 3.143704 2.361394 0.188874
766700 3.143630 0.400618 0.633189
766800 3.143641 2.091546 0.079212
766900 3.143638 0.258422 0.266072
767000 3.143662 1.156361 0.822074
767100 3.143653 1.452151 0.274787
767200 3.143663 0.156509 0.788981
767300 3.143609 2.635941 0.856744
767400 3.143607 0.801137 0.603545
767500 3.143611 1.093989 0.013717
767600 3.143647 0.667474 0.869228
767700 3.143651 3.138217 0.163349
767800 3.143629 0.493869 0.786406
767900 3.143607 0.941867 0.716834
768000 3.143669 0.959082 0.792285
768100 3.143757 1.358245 0.665122
768200 3.143729 1.643451 0.961363
768300 3.143726 2.363848 0.897431
768400 3.143769 1.625520 0.989828
768500 3.143805 2.300157 0.443939
768600 3.143796 2.124205 0.511287
768700 3.143826 0.288987 0.034349
768800 3.143856 0.799338 0.998660
768900 3.143879 2.866901 0.661905
769000 3.143876 0.008066 0.397616
769100 3.143880 0.565218 0.575353
769200 3.143884 0.198161 0.874198
769300 3.143862 1.930791 0.385141
769400 3.143892 0.254813 0.820545
769500 3.143877 2.050771 0.658319
769600 3.143829 0.142823 0.313849
769700 3.143814 0.984202 0.251764
769800 3.143850 0.623127 0.085320
769900 3.143867 2.870767 0.890180
770000 3.143877 2.421664 0.820757
770100 3.143926 0.591548 0.753190
770200 3.143904 0.607042 0.239371
770300 3.143915 3.061799 0.050860
770400 3.143899 3.105056 0.382977
770500 3.143865 0.959812 0.724911
770600 3.143856 1.030341 0.118936
770700 3.143905 2.697109 0.299001
770800 3.143903 2.334444 0.070591
770900 3.143945 0.620621 0.130549
771000 3.143968 2.328326 0.526828
771100 3.143927 0.298809 0.400420
771200 3.143950 0.359481 0.303897
771300 3.143980 2.828479 0.445820
771400 3.143971 2.132310 0.649543
771500 3.143975 0.663854 0.466808
771600 3.144011 3.032690 0.240562
771700 3.144008 2.559769 0.171942
771800 3.144044 2.756426 0.542054
771900 3.144074 1.693486 0.049662
772000 3.144091 1.917709 0.301686
772100 3.144088 2.418727 0.810422
772200 3.144079 0.713130 0.882942
772300 3.144070 0.309637 0.641719
772400 3.144074 1.002333 0.165838
772500 3.144059 2.917805 0.700858
772600 3.144063 2.818776 0.152688
772700 3.144047 1.634343 0.104090
772800 3.144096 1.364636 0.664060
772900 3.144100 0.466589 0.244535
773000 3.144066 0.741855 0.716062
773100 3.144050 1.037325 0.264055
773200 3.144080 2.812021 0.429409
773300 3.144129 2.390668 0.597927
773400 3.144184 1.612785 0.047420
773500 3.144124 1.700165 0.046970
773600 3.144108 2.357394 0.334768
773700 3.144093 2.892043 0.917435
773800 3.144078 3.085231 0.796335
773900 3.144114 0.101293 0.211799
774000 3.144143 0.070854 0.516790
774100 3.144185 0.167128 0.577372
774200 3.144176 0.428917 0.009963
774300 3.144129 1.295746 0.637843
774400 3.144165 2.610513 0.029980
774500 3.144143 1.557923 0.468162
774600 3.144115 0.196712 0.167246
774700 3.144158 2.038547 0.874677
774800 3.144155 2.790032 0.327254
774900 3.144108 1.447954 0.002005
775000 3.144080 2.997032 0.995461
775100 3.144058 0.019501 0.489354
775200 3.144056 2.701818 0.867806
775300 3.144066 1.641470 0.942081
775400 3.144077 2.060232 0.564475
775500 3.144131 2.237008 0.407236
775600 3.144193 1.499335 0.125980
775700 3.144190 2.162566 0.593933
775800 3.144175 2.260852 0.225375
775900 3.144230 0.519970 0.114559
776000 3.144253 0.396671 0.534869
776100 3.144263 1.637576 0.303615
776200 3.144292 2.770898 0.482374
776300 3.144309 0.469329 0.584079
776400 3.144325 0.332139 0.367238
776500 3.144361 2.127328 0.731606
776600 3.144365 2.232229 0.119369
776700 3.144343 0.242239 0.876453
776800 3.144328 0.103335 0.161034
776900 3.144364 1.681746 0.625621
777000 3.144317 0.709764 0.448541
777100 3.144352 0.895401 0.825092
777200 3.144369 2.410662 0.276689
777300 3.144335 2.994839 0.592465
777400 3.144371 1.482328 0.757612
777500 3.144413 1.643328 0.234779
777600 3.144435 1.072926 0.959993
777700 3.144408 2.403432 0.958091
777800 3.144405 1.546565 0.357782
777900 3.144422 0.597297 0.652946
778000 3.144438 2.372025 0.571250
778100 3.144416 1.983431 0.547237
778200 3.144452 0.351207 0.115761
778300 3.144443 0.537168 0.305344
778400 3.144466 2.824803 0.774434
778500 3.144419 1.838761 0.814605
778600 3.144455 1.538263 0.209449
778700 3.144439 1.924841 0.692617
778800 3.144462 0.092813 0.801003
778900 3.144511 0.034360 0.382883
779000 3.144508 1.952412 0.165128
779100 3.144468 1.399522 0.923934
779200 3.144433 2.587737 0.822730
779300 3.144444 2.331167 0.268518
779400 3.144447 1.097023 0.996748
779500 3.144470 2.982182 0.984950
779600 3.144480 0.114099 0.013524
779700 3.144433 2.619550 0.231801
779800 3.144469 1.209399 0.477017
779900 3.144473 0.004167 0.885302
780000 3.144483 0.902405 0.852875
780100 3.144493 0.068779 0.724266
780200 3.144472 2.007309 0.941749
780300 3.144450 1.792389 0.892221
780400 3.144448 0.220122 0.340265
780500 3.144470 2.300793 0.319227
780600 3.144487 2.835352 0.288706
780700 3.144503 0.148430 0.743143
780800 3.144501 1.850039 0.665683
780900 3.144524 1.789128 0.208753
781000 3.144578 2.053806 0.220466
781100 3.144582 3.046476 0.187773
781200 3.144560 1.077096 0.777646
781300 3.144545 0.253392 0.073123
781400 3.144543 1.304320 0.206863
781500 3.144559 1.129534 0.030610
781600 3.144595 3.071799 0.568991
781700 3.144561 0.304977 0.605024
781800 3.144545 0.399395 0.651103
781900 3.144505 0.486528 0.497576
782000 3.144547 0.302544 0.857643
782100 3.144500 2.302671 0.015672
782200 3.144459 0.919076 0.042465
782300 3.144432 0.236592 0.485775
782400 3.144404 1.611268 0.728025
782500 3.144395 0.817093 0.327306
782600 3.144443 1.482766 0.710019
782700 3.144396 2.789402 0.926849
782800 3.144369 1.522393 0.651936
782900 3.144410 1.639879 0.133548
783000 3.144433 3.063960 0.229906
783100 3.144431 1.871977 0.896348
783200 3.144428 0.267139 0.904039
783300 3.144457 2.386188 0.901917
783400 3.144423 2.307516 0.142023
783500 3.144402 1.960723 0.768244
783600 3.144336 1.887503 0.155982
783700 3.144308 1.859549 0.291146
783800 3.144287 1.051904 0.005757
783900 3.144303 2.934665 0.399217
784000 3.144345 2.136890 0.909937
784100 3.144324 1.108827 0.149763
784200 3.144309 1.181741 0.705870
784300 3.144325 2.711232 0.168279
784400 3.144348 0.267521 0.201828
784500 3.144351 1.604217 0.874220
784600 3.144330 1.357686 0.832641
784700 3.144353 2.316082 0.945917
784800 3.144331 0.550252 0.533167
784900 3.144379 2.756498 0.907480
785000 3.144352 1.245485 0.905003
785100 3.144368 0.183543 0.552903
785200 3.144416 2.266363 0.411807
785300 3.144433 2.096988 0.592439
785400 3.144398 0.179591 0.804085
785500 3.144396 1.032776 0.022639
785600 3.144381 0.420427 0.017384
785700 3.144366 2.841962 0.693232
785800 3.144338 3.096546 0.579561
785900 3.144311 0.059523 0.793874
786000 3.144295 3.088685 0.943907
786100 3.144268 1.076308 0.710670
786200 3.144265 0.857718 0.457255
786300 3.144288 1.176093 0.282964
786400 3.144273 1.045318 0.164673
786500 3.144271 2.748140 0.835415
786600 3.144300 1.130374 0.527292
786700 3.144266 1.038550 0.720970
786800 3.144295 2.159087 0.614813
786900 3.144248 0.418234 0.539029
787000 3.144290 0.868700 0.316639
787100 3.144262 1.490531 0.267274
787200 3.144272 0.315867 0.700231
787300 3.144257 2.137198 0.502530
787400 3.144261 0.436966 0.260439
787500 3.144284 1.420258 0.208535
787600 3.144269 0.058629 0.018695
787700 3.144310 1.101940 0.903149
787800 3.144301 2.386088 0.323255
787900 3.144274 1.129054 0.192438
788000 3.144278 1.509561 0.839076
788100 3.144319 2.665920 0.585637
788200 3.144323 2.947773 0.242844
788300 3.144295 0.072477 0.763577
788400 3.144287 0.015433 0.100568
788500 3.144303 1.510193 0.263645
788600 3.144325 2.431213 0.881550
788700 3.144361 3.010184 0.741899
788800 3.144396 0.765085 0.694886
788900 3.144375 2.141859 0.405099
789000 3.144385 2.790934 0.636604
789100 3.144363 0.875480 0.586734
789200 3.144305 0.523733 0.785297
789300 3.144377 2.917514 0.666733
789400 3.144381 1.916695 0.871137
789500 3.144391 0.934213 0.578264
789600 3.144370 2.660238 0.204982
789700 3.144374 2.752848 0.395481
789800 3.144421 2.946873 0.178858
789900 3.144494 2.506753 0.448871
790000 3.144560 0.617074 0.512150
790100 3.144545 1.649957 0.152231
790200 3.144518 2.500505 0.234134
790300 3.144509 2.682245 0.125353
790400 3.144513 1.019962 0.097758
790500 3.144523 1.070960 0.384283
790600 3.144545 1.526611 0.192301
790700 3.144568 0.194735 0.335420
790800 3.144547 1.212261 0.650353
790900 3.144531 0.830631 0.077525
791000 3.144529 0.453514 0.951501
791100 3.144545 0.312931 0.581368
791200 3.144499 0.761676 0.143097
791300 3.144484 0.434021 0.898968
791400 3.144475 0.535887 0.473506
791500 3.144454 1.848356 0.330332
791600 3.144439 2.407332 0.804726
791700 3.144462 0.559265 0.995680
791800 3.144465 1.410233 0.826574
791900 3.144463 1.137325 0.352353
792000 3.144511 1.063690 0.513226
792100 3.144495 1.153790 0.044635
792200 3.144481 0.911104 0.306967
792300 3.144434 1.598812 0.245706
792400 3.144419 1.304663 0.357539
792500 3.144411 2.170166 0.637907
792600 3.144402 0.951136 0.819973
792700 3.144418 1.552654 0.115312
792800 3.144428 0.377190 0.894908
792900 3.144413 2.305382 0.271016
793000 3.144386 1.123365 0.414713
793100 3.144365 1.745652 0.497045
793200 3.144337 0.568595 0.689737
793300 3.144366 1.351410 0.042597
793400 3.144333 0.509933 0.513440
793500 3.144349 2.000987 0.412995
793600 3.144409 1.647499 0.400915
793700 3.144450 0.637153 0.060298
793800 3.144379 2.121899 0.584748
793900 3.144401 1.789893 0.720662
794000 3.144430 1.591340 0.690178
794100 3.144409 3.090502 0.569964
794200 3.144413 0.680619 0.520372
794300 3.144416 2.466343 0.159663
794400 3.144414 1.401294 0.111859
794500 3.144418 0.259551 0.319529
794600 3.144384 2.024433 0.845443
794700 3.144388 0.131626 0.633310
794800 3.144404 2.193398 0.795897
794900 3.144395 1.858194 0.250109
795000 3.144412 1.494204 0.165313
795100 3.144390 0.741896 0.704464
795200 3.144376 1.785193 0.180923
795300 3.144354 2.092174 0.612307
795400 3.144340 1.204416 0.840394
795500 3.144306 0.467503 0.767897
795600 3.144316 1.223760 0.850521
795700 3.144320 2.527827 0.774038
795800 3.144286 1.855419 0.156038
795900 3.144271 2.789905 0.944589
796000 3.144275 1.021355 0.734105
796100 3.144267 1.257528 0.044182
796200 3.144258 1.634719 0.093569
796300 3.144218 0.030859 0.437641
796400 3.144247 1.993353 0.055667
796500 3.144213 2.253209 0.163409
796600 3.144186 1.783985 0.703511
796700 3.144240 0.476853 0.011431
796800 3.144249 2.625762 0.753973
796900 3.144309 0.269024 0.615594
797000 3.144369 3.029896 0.220933
797100 3.144379 1.805199 0.497525
797200 3.144376 0.490720 0.668992
797300 3.144361 1.495935 0.825576
797400 3.144359 1.713934 0.686002
797500 3.144325 0.440636 0.277007
797600 3.144329 1.215225 0.550131
797700 3.144296 0.634845 0.783110
797800 3.144263 2.166171 0.887682
797900 3.144254 1.753282 0.502453
798000 3.144227 1.057155 0.539065
798100 3.144181 0.629992 0.562825
798200 3.144166 2.779118 0.265268
798300 3.144102 2.491211 0.582839
798400 3.144099 1.196378 0.257937
798500 3.144128 2.052241 0.596424
798600 3.144113 0.569741 0.898006
798700 3.144203 3.027140 0.983929
798800 3.144220 1.859588 0.758290
798900 3.144291 1.408973 0.698200
799000 3.144258 1.823904 0.771058
799100 3.144231 1.630960 0.497568
799200 3.144192 1.949092 0.236813
799300 3.144195 1.479999 0.652243
799400 3.144211 0.010197 0.387917
799500 3.144277 2.829628 0.698189
799600 3.144262 1.966643 0.719291
799700 3.144222 1.234097 0.098812
799800 3.144208 2.313812 0.850798
799900 3.144199 1.598405 0.880273
800000 3.144178 2.141723 0.363218
800100 3.144157 0.871234 0.419148
800200 3.144105 2.988230 0.798529
800300 3.144109 0.550292 0.192884
800400 3.144076 1.906038 0.901100
800500 3.144080 0.171734 0.253999
800600 3.144053 0.932067 0.248030
800700 3.144075 0.594609 0.652258
800800 3.144066 0.352580 0.761553
800900 3.144052 0.473031 0.268729
801000 3.144055 1.174461 0.659981
801100 3.144140 2.370909 0.371221
801200 3.144149 0.869032 0.542560
801300 3.144141 0.302200 0.075731
801400 3.144200 2.045404 0.441853
801500 3.144210 1.948048 0.316783
801600 3.144238 1.688885 0.625117
801700 3.144211 3.043331 0.381500
801800 3.144209 1.248360 0.661759
801900 3.144163 0.047714 0.788857
802000 3.144204 2.963182 0.405155
802100 3.144177 2.635992 0.991791
802200 3.144187 2.254763 0.336426
802300 3.144185 1.569652 0.885559
802400 3.144194 0.269462 0.146120
802500 3.144211 0.826696 0.050818
802600 3.144282 0.757431 0.529430
802700 3.144286 2.667803 0.084808
802800 3.144259 2.962812 0.805078
802900 3.144281 1.225524 0.205613
803000 3.144266 1.191084 0.313350
803100 3.144215 2.007333 0.508786
803200 3.144206 0.927230 0.947579
803300 3.144197 1.419136 0.577806
803400 3.144213 0.558824 0.823259
803500 3.144217 1.413742 0.289036
803600 3.144233 0.773004 0.289385
803700 3.144262 2.382720 0.938436
803800 3.144272 2.934437 0.994752
803900 3.144275 2.121411 0.340336
804000 3.144285 2.405521 0.612581
804100 3.144215 2.055972 0.591495
804200 3.144207 0.554829 0.637809
804300 3.144222 1.758393 0.597706
804400 3.144239 0.559040 0.301280
804500 3.144224 1.459339 0.117777
804600 3.144215 0.632659 0.596824
804700 3.144219 1.972744 0.200314
804800 3.144223 1.745358 0.078333
804900 3.144202 2.909923 0.945666
805000 3.144212 1.292591 0.386845
805100 3.144228 0.261637 0.765583
805200 3.144250 2.937821 0.205316
805300 3.144235 1.364878 0.193739
805400 3.144251 2.360220 0.941501
805500 3.144274 1.508529 0.794794
805600 3.144314 3.008404 0.801143
805700 3.144324 1.359538 0.328179
805800 3.144346 2.678577 0.663074
805900 3.144319 1.655016 0.318492
806000 3.144305 3.006722 0.253857
806100 3.144327 0.380114 0.601329
806200 3.144355 1.693106 0.986138
806300 3.144334 2.658653 0.485167
806400 3.144325 0.278951 0.271577
806500 3.144348 1.697583 0.700113
806600 3.144315 0.676864 0.820642
806700 3.144288 0.898888 0.446558
806800 3.144285 1.670797 0.498471
806900 3.144271 1.117580 0.065577
807000 3.144244 3.101964 0.163981
807100 3.144217 2.439719 0.684519
807200 3.144220 1.039907 0.215998
807300 3.144230 2.976223 0.331146
807400 3.144185 1.332910 0.940445
807500 3.144134 2.024995 0.924856
807600 3.144089 1.356213 0.295668
807700 3.144080 1.785451 0.532807
807800 3.144090 1.989439 0.468192
807900 3.144094 2.044778 0.654630
808000 3.144116 1.784134 0.671199
808100 3.144070 1.393116 0.021033
808200 3.144056 0.958187 0.582525
808300 3.144121 2.989930 0.480486
808400 3.144192 1.180254 0.904523
808500 3.144189 2.911182 0.550794
808600 3.144162 1.946988 0.513857
808700 3.144178 0.949402 0.742808
808800 3.144213 1.455841 0.648470
808900 3.144149 2.890020 0.831376
809000 3.144184 2.380619 0.046255
809100 3.144169 2.460896 0.370739
809200 3.144203 2.813813 0.070361
809300 3.144189 2.330712 0.961114
809400 3.144247 0.278568 0.292286
809500 3.144257 0.664881 0.411706
809600 3.144261 0.527016 0.804854
809700 3.144258 2.747316 0.480130
809800 3.144244 2.331145 0.486590
809900 3.144223 1.860939 0.324664
810000 3.144269 0.051075 0.949587
810100 3.144243 0.810919 0.201018
810200 3.144210 2.996054 0.756856
810300 3.144226 1.566653 0.173711
810400 3.144284 0.430709 0.316748
810500 3.144282 2.720193 0.324922
810600 3.144280 1.312431 0.813353
810700 3.144314 0.396396 0.199785
810800 3.144287 2.594080 0.095076
810900 3.144315 0.209871 0.043664
811000 3.144355 0.830157 0.968038
811100 3.144353 2.708817 0.700536
811200 3.144351 1.655128 0.034627
811300 3.144300 1.615690 0.957053
811400 3.144285 0.297252 0.228643
811500 3.144234 2.756827 0.705955
811600 3.144305 0.937785 0.771106
811700 3.144290 1.053360 0.042255
811800 3.144251 0.759007 0.443778
811900 3.144243 1.387991 0.345118
812000 3.144252 2.010022 0.962507
812100 3.144226 0.039110 0.637877
812200 3.144223 2.878474 0.765586
812300 3.144245 3.104082 0.437251
812400 3.144231 0.309383 0.628538
812500 3.144258 1.065260 0.718280
812600 3.144293 1.774989 0.793467
812700 3.144302 0.106890 0.559853
812800 3.144294 2.635838 0.768731
812900 3.144267 2.188468 0.187761
813000 3.144241 1.249897 0.192968
813100 3.144244 2.339690 0.849954
813200 3.144303 0.200598 0.501621
813300 3.144349 1.837076 0.526706
813400 3.144310 1.467754 0.156690
813500 3.144295 1.575620 0.878979
813600 3.144311 1.442197 0.308942
813700 3.144260 2.706476 0.805499
813800 3.144319 2.724488 0.474993
813900 3.144329 0.841638 0.203019
814000 3.144338 1.350366 0.480410
814100 3.144342 0.019645 0.471569
814200 3.144303 0.256807 0.692453
814300 3.144337 2.042340 0.879552
814400 3.144317 1.028819 0.048137
814500 3.144338 0.001131 0.240716
814600 3.144251 2.867125 0.006248
814700 3.144188 1.630429 0.954523
814800 3.144234 1.114916 0.642915
814900 3.144196 0.441249 0.065049
815000 3.144248 1.700694 0.740848
815100 3.144264 0.022133 0.707160
815200 3.144267 2.773990 0.455046
815300 3.144271 2.506963 0.170911
815400 3.144244 2.452254 0.238996
815500 3.144254 0.182106 0.252914
815600 3.144252 3.006008 0.115440
815700 3.144219 0.520714 0.829672
815800 3.144198 1.550442 0.133820
815900 3.144178 1.457210 0.407302
816000 3.144206 1.087789 0.358035
816100 3.144246 3.138604 0.047305
816200 3.144274 2.417765 0.744750
816300 3.144235 2.430862 0.476779
816400 3.144227 1.871223 0.902896
816500 3.144297 0.634184 0.027268
816600 3.144282 0.596879 0.595266
816700 3.144274 2.121865 0.140325
816800 3.144278 1.653721 0.838266
816900 3.144281 0.379976 0.044157
817000 3.144291 1.994522 0.159443
817100 3.144246 2.461475 0.170882
817200 3.144238 2.694843 0.984281
817300 3.144205 0.630807 0.466863
817400 3.144227 1.869885 0.129089
817500 3.144225 1.431705 0.702591
817600 3.144204 2.587474 0.702043
817700 3.144178 2.020594 0.143404
817800 3.144200 0.344604 0.141934
817900 3.144233 2.528293 0.814612
818000 3.144213 0.348053 0.217217
818100 3.144198 2.301207 0.670432
818200 3.144202 0.643033 0.876773
818300 3.144194 2.397734 0.852157
818400 3.144197 0.718809 0.146963
818500 3.144207 2.354671 0.676496
818600 3.144150 1.495909 0.395498
818700 3.144148 0.750971 0.943121
818800 3.144152 2.599384 0.664192
818900 3.144167 2.639027 0.998782
819000 3.144207 0.456584 0.369230
819100 3.144235 0.695680 0.602854
819200 3.144209 0.481101 0.515615
819300 3.144194 0.989515 0.165946
819400 3.144198 0.043845 0.705742
819500 3.144177 1.149092 0.943313
819600 3.144199 0.930433 0.748279
819700 3.144227 0.888176 0.527878
819800 3.144164 1.856134 0.156508
819900 3.144186 2.388503 0.142571
820000 3.144166 0.533212 0.595102
820100 3.144169 0.922468 0.153890
820200 3.144173 2.655223 0.891471
820300 3.144141 0.775340 0.264196
820400 3.144150 1.133407 0.647166
820500 3.144178 1.687058 0.551361
820600 3.144170 2.535977 0.058943
820700 3.144137 2.384523 0.573987
820800 3.144135 2.473267 0.262243
820900 3.144133 0.945746 0.066812
821000 3.144142 2.006305 0.885760
821100 3.144116 2.376198 0.943966
821200 3.144083 0.468823 0.878258
821300 3.144039 0.950897 0.416729
821400 3.144037 0.380727 0.588797
821500 3.143998 1.864605 0.619017
821600 3.143972 0.047546 0.969554
821700 3.143951 1.946857 0.654782
821800 3.143967 2.590898 0.109622
821900 3.143977 2.442546 0.211894
822000 3.143999 1.496325 0.307876
822100 3.144008 0.046281 0.710253
822200 3.144042 1.468887 0.175584
822300 3.144040 1.190173 0.665772
822400 3.144037 0.375778 0.057639
822500 3.144017 2.076025 0.916614
822600 3.143985 2.865900 0.594499
822700 3.143952 2.787836 0.853181
822800 3.143962 0.565725 0.939362
822900 3.143984 0.283305 0.804202
823000 3.143987 1.267099 0.885775
823100 3.144009 0.079452 0.259987
823200 3.144073 0.654445 0.002882
823300 3.144053 2.236872 0.617860
823400 3.144068 2.512871 0.622259
823500 3.144036 1.300507 0.434341
823600 3.144052 0.288740 0.394263
823700 3.144061 0.452053 0.500730
823800 3.144059 1.525981 0.306311
823900 3.144068 2.010493 0.663149
824000 3.144012 0.244222 0.943023
824100 3.144010 1.420642 0.602289
