# T U K E
5536 -1266.371897 396.744775 -869.627122
5537 -1265.812576 396.111248 -869.701329
5538 -1265.244745 395.468503 -869.776243
5539 -1264.668568 394.815868 -869.852699
5540 -1264.083756 394.154077 -869.929680
5541 -1263.489879 393.482701 -870.007178
5542 -1262.887356 392.802076 -870.085280
5543 -1262.276031 392.112232 -870.163798
5544 -1261.656006 391.413597 -870.242409
5545 -1261.027762 390.707146 -870.320616
5546 -1260.392032 389.993581 -870.398451
5547 -1259.749744 389.273908 -870.475835
5548 -1259.101546 388.549257 -870.552289
5549 -1258.449451 387.821640 -870.627811
5550 -1257.795035 387.093314 -870.701721
5551 -1257.140166 386.366049 -870.774117
5552 -1256.487386 385.642986 -870.844400
5553 -1255.839577 384.927054 -870.912523
5554 -1255.199522 384.221212 -870.978310
5555 -1254.570468 383.528843 -871.041625
5556 -1253.955838 382.853609 -871.102229
5557 -1253.358929 382.199231 -871.159698
5558 -1252.783546 381.569427 -871.214118
5559 -1252.233162 380.967096 -871.266065
5560 -1251.711197 380.396385 -871.314812
5561 -1251.220573 379.860066 -871.360507
5562 -1250.764266 379.360243 -871.404023
5563 -1250.344290 378.899416 -871.444875
5564 -1249.962504 378.479014 -871.483490
5565 -1249.619929 378.099432 -871.520497
5566 -1249.317056 377.761337 -871.555719
5567 -1249.053725 377.463843 -871.589882
5568 -1248.828757 377.205541 -871.623216
5569 -1248.640299 376.984567 -871.655731
5570 -1248.486188 376.797991 -871.688197
5571 -1248.363183 376.642330 -871.720853
5572 -1248.267647 376.513950 -871.753697
5573 -1248.195846 376.408701 -871.787145
5574 -1248.143129 376.322003 -871.821126
5575 -1248.104904 376.248667 -871.856237
5576 -1248.076004 376.184512 -871.891493
5577 -1248.052271 376.124410 -871.927861
5578 -1248.028724 376.063967 -871.964757
5579 -1248.000777 375.998668 -872.002109
5580 -1247.964404 375.924361 -872.040043
5581 -1247.915546 375.837478 -872.078068
5582 -1247.850817 375.734754 -872.116063
5583 -1247.767166 375.613353 -872.153813
5584 -1247.662027 375.470833 -872.191194
5585 -1247.533217 375.305214 -872.228003
5586 -1247.379091 375.115398 -872.263693
5587 -1247.198606 374.900411 -872.298195
5588 -1246.991059 374.659612 -872.331447
5589 -1246.755922 374.393096 -872.362826
5590 -1246.493745 374.101474 -872.392271
5591 -1246.204843 373.785297 -872.419546
5592 -1245.890351 373.445543 -872.444808
5593 -1245.551227 373.083617 -872.467609
5594 -1245.189035 372.701230 -872.487805
5595 -1244.805344 372.300488 -872.504856
5596 -1244.402307 371.882796 -872.519511
5597 -1243.981959 371.450321 -872.531638
5598 -1243.546150 371.005659 -872.540491
5599 -1243.097156 370.551220 -872.545936
5600 -1242.637429 370.088561 -872.548868
5601 -1242.168907 369.620825 -872.548082
5602 -1241.694018 369.149509 -872.544510
5603 -1241.214842 368.677327 -872.537515
5604 -1240.733659 368.206171 -872.527487
5605 -1240.252400 367.737935 -872.514465
5606 -1239.772950 367.274843 -872.498107
5607 -1239.297002 366.818422 -872.478580
5608 -1238.826501 366.370594 -872.455907
5609 -1238.362877 365.932945 -872.429932
5610 -1237.907819 365.506634 -872.401185
5611 -1237.462487 365.093032 -872.369456
5612 -1237.028134 364.693451 -872.334683
5613 -1236.605926 364.308897 -872.297029
5614 -1236.196921 363.940041 -872.256880
5615 -1235.801407 363.587949 -872.213459
5616 -1235.420638 363.253444 -872.167195
5617 -1235.054816 362.936677 -872.118139
5618 -1234.704840 362.638289 -872.066551
5619 -1234.371214 362.359529 -872.011685
5620 -1234.054517 362.100060 -871.954457
5621 -1233.755202 361.861132 -871.894070
5622 -1233.473677 361.642530 -871.831147
5623 -1233.210546 361.445200 -871.765346
5624 -1232.966334 361.269475 -871.696859
5625 -1232.741602 361.116392 -871.625210
5626 -1232.537083 360.986469 -871.550614
5627 -1232.353670 360.880711 -871.472959
5628 -1232.192626 360.800246 -871.392381
5629 -1232.054807 360.746323 -871.308483
5630 -1231.941734 360.720285 -871.221449
5631 -1231.854745 360.723595 -871.131150
5632 -1231.795520 360.758051 -871.037468
5633 -1231.765966 360.825209 -870.940757
5634 -1231.767592 360.927264 -870.840328
5635 -1231.802756 361.066107 -870.736648
5636 -1231.873267 361.243658 -870.629609
5637 -1231.981427 361.461930 -870.519497
5638 -1232.129194 361.723361 -870.405833
5639 -1232.318520 362.029384 -870.289136
5640 -1232.551185 362.381767 -870.169418
5641 -1232.829268 362.782613 -870.046655
5642 -1233.153904 363.232621 -869.921283
5643 -1233.526509 363.733223 -869.793286
5644 -1233.947931 364.284355 -869.663576
5645 -1234.418597 364.887020 -869.531576
5646 -1234.938715 365.540423 -869.398292
5647 -1235.507912 366.244469 -869.263443
5648 -1236.125200 366.997385 -869.127815
5649 -1236.789427 367.797885 -868.991542
5650 -1237.498904 368.643952 -868.854951
5651 -1238.251384 369.532807 -868.718578
5652 -1239.044208 370.461668 -868.582540
5653 -1239.874753 371.427572 -868.447181
5654 -1240.739288 372.426336 -868.312952
5655 -1241.634156 373.454448 -868.179708
5656 -1242.555759 374.507632 -868.048127
5657 -1243.499833 375.581554 -867.918280
5658 -1244.462259 376.672090 -867.790170
5659 -1245.438786 377.774632 -867.664154
5660 -1246.425329 378.885119 -867.540211
5661 -1247.417743 379.998881 -867.418862
5662 -1248.412056 381.112102 -867.299954
5663 -1249.404224 382.220938 -867.183285
5664 -1250.390693 383.321330 -867.069363
5665 -1251.367942 384.410195 -866.957747
5666 -1252.333025 385.484239 -866.848786
5667 -1253.282859 386.540319 -866.742540
5668 -1254.215030 387.576331 -866.638698
5669 -1255.127299 388.589683 -866.537616
5670 -1256.017689 389.578973 -866.438716
5671 -1256.885106 390.542464 -866.342642
5672 -1257.727830 391.479059 -866.248771
5673 -1258.545304 392.387570 -866.157733
5674 -1259.337129 393.268184 -866.068945
5675 -1260.102892 394.120629 -865.982263
5676 -1260.842891 394.944724 -865.898167
5677 -1261.557555 395.741143 -865.816413
5678 -1262.247520 396.510835 -865.736685
5679 -1262.913854 397.254383 -865.659471
5680 -1263.557985 397.973591 -865.584394
5681 -1264.181374 398.669620 -865.511755
5682 -1264.785510 399.344334 -865.441176
5683 -1265.372247 399.999323 -865.372924
5684 -1265.943748 400.636664 -865.307084
5685 -1266.501891 401.258465 -865.243425
5686 -1267.048674 401.866407 -865.182267
5687 -1267.586310 402.462503 -865.123806
5688 -1268.116434 403.048467 -865.067967
5689 -1268.641059 403.626220 -865.014839
5690 -1269.161513 404.196558 -864.964955
5691 -1269.679267 404.761159 -864.918108
5692 -1270.195230 405.320483 -864.874746
5693 -1270.710080 405.874835 -864.835245
5694 -1271.223985 406.424400 -864.799585
5695 -1271.737018 406.969055 -864.767964
5696 -1272.248598 407.507336 -864.741262
5697 -1272.757809 408.038695 -864.719114
5698 -1273.263272 408.561759 -864.701513
5699 -1273.763518 409.074363 -864.689156
5700 -1274.256740 409.574432 -864.682308
5701 -1274.740701 410.059984 -864.680717
5702 -1275.213160 410.528580 -864.684580
5703 -1275.671768 410.977719 -864.694050
5704 -1276.114205 411.404961 -864.709244
5705 -1276.537755 411.807867 -864.729889
5706 -1276.940296 412.184304 -864.755992
5707 -1277.319615 412.531772 -864.787843
5708 -1277.673680 412.848595 -864.825085
5709 -1278.000496 413.133099 -864.867398
5710 -1278.298663 413.383302 -864.915360
5711 -1278.566524 413.598171 -864.968353
5712 -1278.802936 413.777069 -865.025867
5713 -1279.006977 413.918258 -865.088719
5714 -1279.178067 414.022262 -865.155804
5715 -1279.315775 414.088200 -865.227575
5716 -1279.419719 414.116043 -865.303676
5717 -1279.490102 414.105919 -865.384184
5718 -1279.526893 414.058378 -865.468515
5719 -1279.530360 413.973853 -865.556507
5720 -1279.501306 413.852224 -865.649082
5721 -1279.439745 413.695234 -865.744511
5722 -1279.346674 413.502549 -865.844125
5723 -1279.222682 413.275669 -865.947013
5724 -1279.068402 413.015023 -866.053379
5725 -1278.884632 412.721803 -866.162828
5726 -1278.672151 412.396624 -866.275528
5727 -1278.431958 412.040554 -866.391404
5728 -1278.164423 411.654694 -866.509729
5729 -1277.870700 411.239505 -866.631195
5730 -1277.551321 410.796057 -866.755264
5731 -1277.207357 410.325662 -866.881695
5732 -1276.839413 409.828507 -867.010906
5733 -1276.448305 409.306270 -867.142035
5734 -1276.034779 408.759197 -867.275582
5735 -1275.599885 408.188633 -867.411252
5736 -1275.144228 407.595798 -867.548430
5737 -1274.668951 406.981549 -867.687403
5738 -1274.175213 406.347411 -867.827802
5739 -1273.664128 405.694667 -867.969461
5740 -1273.136721 405.024721 -868.112000
5741 -1272.594506 404.338610 -868.255895
5742 -1272.038723 403.638472 -868.400251
5743 -1271.471020 402.926137 -868.544883
5744 -1270.892993 402.202885 -868.690107
5745 -1270.306472 401.471159 -868.835313
5746 -1269.713360 400.732910 -868.980450
5747 -1269.115546 399.990243 -869.125303
5748 -1268.514983 399.245232 -869.269751
5749 -1267.914032 398.500317 -869.413715
5750 -1267.314665 397.758243 -869.556422
5751 -1266.719283 397.020534 -869.698749
5752 -1266.130227 396.290301 -869.839926
5753 -1265.549446 395.569281 -869.980165
5754 -1264.979319 394.860433 -870.118886
5755 -1264.421913 394.165036 -870.256877
5756 -1263.879080 393.486169 -870.392911
5757 -1263.352897 392.824776 -870.528121
5758 -1262.844976 392.183113 -870.661862
5759 -1262.356703 391.562520 -870.794182
5760 -1261.889617 390.964093 -870.925523
5761 -1261.444755 390.389630 -871.055125
5762 -1261.022948 389.838976 -871.183972
5763 -1260.624970 389.313440 -871.311530
5764 -1260.250936 388.813019 -871.437917
5765 -1259.901065 388.337621 -871.563445
5766 -1259.575042 387.886937 -871.688105
5767 -1259.272325 387.459836 -871.812489
5768 -1258.991987 387.056194 -871.935793
5769 -1258.732715 386.673843 -872.058872
5770 -1258.492943 386.311468 -872.181476
5771 -1258.270576 385.966719 -872.303857
5772 -1258.063493 385.637457 -872.426035
5773 -1257.869194 385.320540 -872.548653
5774 -1257.684670 385.013494 -872.671175
5775 -1257.506866 384.712688 -872.794178
5776 -1257.332105 384.415008 -872.917097
5777 -1257.157099 384.116731 -873.040368
5778 -1256.978312 383.813922 -873.164389
5779 -1256.791840 383.503286 -873.288555
5780 -1256.594183 383.181130 -873.413054
5781 -1256.381719 382.844129 -873.537590
5782 -1256.151062 382.489141 -873.661921
5783 -1255.899080 382.112750 -873.786330
5784 -1255.622982 381.712761 -873.910222
5785 -1255.320510 381.287160 -874.033350
5786 -1254.989468 380.833966 -874.155502
5787 -1254.628304 380.351686 -874.276618
5788 -1254.235898 379.839893 -874.396005
5789 -1253.811606 379.298193 -874.513413
5790 -1253.355524 378.726739 -874.628784
5791 -1252.868282 378.126511 -874.741772
5792 -1252.350620 377.498973 -874.851647
5793 -1251.803806 376.845561 -874.958245
5794 -1251.230228 376.168382 -875.061846
5795 -1250.631935 375.470335 -875.161600
5796 -1250.011800 374.754504 -875.257296
5797 -1249.372909 374.024061 -875.348848
5798 -1248.718661 373.282822 -875.435839
5799 -1248.052752 372.534387 -875.518365
5800 -1247.379059 371.783210 -875.595849
5801 -1246.701680 371.032892 -875.668788
5802 -1246.024855 370.288284 -875.736571
5803 -1245.352914 369.553962 -875.798952
5804 -1244.690119 368.833617 -875.856502
5805 -1244.040739 368.131916 -875.908822
5806 -1243.409001 367.452947 -875.956054
5807 -1242.798726 366.800979 -875.997748
5808 -1242.213881 366.179336 -876.034545
5809 -1241.658501 365.591892 -876.066610
5810 -1241.135480 365.041909 -876.093571
5811 -1240.648192 364.532161 -876.116031
5812 -1240.199359 364.065606 -876.133752
5813 -1239.791039 363.644225 -876.146814
5814 -1239.425336 363.269205 -876.156131
5815 -1239.103707 362.942648 -876.161059
5816 -1238.827113 362.664582 -876.162531
5817 -1238.596351 362.435767 -876.160584
5818 -1238.411080 362.255713 -876.155368
5819 -1238.271040 362.124324 -876.146716
5820 -1238.175641 362.039767 -876.135874
5821 -1238.123495 362.001246 -876.122249
5822 -1238.113194 362.006989 -876.106205
5823 -1238.142787 362.054856 -876.087931
5824 -1238.210241 362.142404 -876.067837
5825 -1238.313152 362.267343 -876.045809
5826 -1238.449288 362.427443 -876.021845
5827 -1238.616301 362.620565 -875.995736
5828 -1238.811933 362.843992 -875.967941
5829 -1239.034177 363.096136 -875.938041
5830 -1239.281488 363.375194 -875.906294
5831 -1239.552152 363.680127 -875.872025
5832 -1239.845378 364.009317 -875.836061
5833 -1240.159958 364.362763 -875.797194
5834 -1240.496153 364.740433 -875.755720
5835 -1240.854256 365.142418 -875.711838
5836 -1241.234748 365.569967 -875.664781
5837 -1241.638921 366.024177 -875.614744
5838 -1242.067984 366.506483 -875.561501
5839 -1242.523782 367.018103 -875.505679
5840 -1243.007727 367.561294 -875.446432
5841 -1243.522084 368.137519 -875.384565
5842 -1244.068078 368.747906 -875.320172
5843 -1244.647392 369.394010 -875.253382
5844 -1245.260542 370.075370 -875.185173
5845 -1245.907852 370.792259 -875.115594
5846 -1246.588932 371.544247 -875.044685
5847 -1247.302316 372.328983 -874.973332
5848 -1248.046077 373.143871 -874.902206
5849 -1248.817266 373.985338 -874.831928
5850 -1249.612075 374.849232 -874.762843
5851 -1250.425813 375.730638 -874.695175
5852 -1251.253458 376.623542 -874.629916
5853 -1252.089217 377.522238 -874.566979
5854 -1252.926880 378.419888 -874.506992
5855 -1253.760220 379.310083 -874.450136
5856 -1254.582371 380.186112 -874.396260
5857 -1255.387054 381.041473 -874.345581
5858 -1256.168081 381.870279 -874.297802
5859 -1256.919728 382.666886 -874.252842
5860 -1257.636681 383.425895 -874.210786
5861 -1258.314396 384.143342 -874.171055
5862 -1258.949172 384.815354 -874.133818
5863 -1259.537690 385.439036 -874.098654
5864 -1260.077832 386.012713 -874.065119
5865 -1260.567844 386.534987 -874.032857
5866 -1261.007279 387.005677 -874.001602
5867 -1261.396204 387.425309 -873.970895
5868 -1261.735567 387.794831 -873.940736
5869 -1262.026950 388.116355 -873.910595
5870 -1262.272772 388.392204 -873.880569
5871 -1262.475911 388.626318 -873.849594
5872 -1262.639822 388.821539 -873.818283
5873 -1262.768541 388.982450 -873.786091
5874 -1262.866319 389.113324 -873.752995
5875 -1262.937841 389.218865 -873.718976
5876 -1262.987690 389.304140 -873.683550
5877 -1263.020809 389.373517 -873.647293
5878 -1263.042227 389.432641 -873.609587
5879 -1263.056632 389.485725 -873.570907
5880 -1263.069308 389.538019 -873.531289
5881 -1263.084256 389.593429 -873.490827
5882 -1263.106038 389.656503 -873.449535
5883 -1263.138566 389.730840 -873.407726
5884 -1263.185337 389.820072 -873.365265
5885 -1263.250115 389.927187 -873.322928
5886 -1263.335483 390.054535 -873.280948
5887 -1263.443362 390.204708 -873.238654
5888 -1263.576176 390.379382 -873.196795
5889 -1263.735248 390.579349 -873.155899
5890 -1263.921545 390.805522 -873.116023
5891 -1264.135677 391.058479 -873.077198
5892 -1264.377637 391.337639 -873.039998
5893 -1264.647376 391.642602 -873.004774
5894 -1264.943851 391.972451 -872.971400
5895 -1265.265916 392.326115 -872.939801
5896 -1265.612165 392.701214 -872.910952
5897 -1265.980950 393.096553 -872.884396
5898 -1266.370221 393.509662 -872.860560
5899 -1266.777741 393.937882 -872.839859
5900 -1267.201093 394.379290 -872.821803
5901 -1267.637564 394.830773 -872.806791
5902 -1268.084650 395.289644 -872.795006
5903 -1268.539588 395.752699 -872.786889
5904 -1268.999423 396.217649 -872.781774
5905 -1269.461285 396.681320 -872.779965
5906 -1269.922361 397.140935 -872.781427
5907 -1270.379996 397.593473 -872.786523
5908 -1270.831529 398.036434 -872.795095
5909 -1271.274175 398.467224 -872.806951
5910 -1271.705782 398.883403 -872.822379
5911 -1272.123685 399.282409 -872.841276
5912 -1272.525981 399.662688 -872.863293
5913 -1272.910509 400.022013 -872.888496
5914 -1273.275527 400.358281 -872.917245
5915 -1273.619258 400.670457 -872.948800
5916 -1273.940440 400.956774 -872.983667
5917 -1274.237831 401.216194 -873.021637
5918 -1274.510064 401.447502 -873.062562
5919 -1274.756226 401.650119 -873.106107
5920 -1274.975877 401.823346 -873.152531
5921 -1275.168496 401.966667 -873.201830
5922 -1275.333505 402.079962 -873.253543
5923 -1275.470799 402.163052 -873.307746
5924 -1275.580488 402.216061 -873.364427
5925 -1275.662517 402.238900 -873.423617
5926 -1275.716962 402.232547 -873.484415
5927 -1275.744455 402.196518 -873.547937
5928 -1275.745523 402.132492 -873.613030
5929 -1275.720959 402.040839 -873.680120
5930 -1275.671467 401.922140 -873.749327
5931 -1275.597971 401.777985 -873.819986
5932 -1275.501429 401.609077 -873.892352
5933 -1275.382900 401.416851 -873.966049
5934 -1275.243587 401.202470 -874.041116
5935 -1275.084622 400.966942 -874.117680
5936 -1274.907402 400.711917 -874.195485
5937 -1274.713191 400.438981 -874.274211
5938 -1274.503262 400.149082 -874.354180
5939 -1274.278973 399.843687 -874.435286
5940 -1274.041750 399.524412 -874.517338
5941 -1273.792809 399.192785 -874.600025
5942 -1273.533294 398.849629 -874.683665
5943 -1273.264609 398.496350 -874.768260
5944 -1272.987595 398.134076 -874.853519
5945 -1272.703401 397.764058 -874.939343
5946 -1272.413090 397.386938 -875.026152
5947 -1272.117425 397.003692 -875.113733
5948 -1271.817052 396.615083 -875.201969
5949 -1271.512251 396.221538 -875.290712
5950 -1271.203886 395.823484 -875.380402
5951 -1270.891780 395.421104 -875.470675
5952 -1270.576018 395.014337 -875.561680
5953 -1270.256889 394.603579 -875.653310
5954 -1269.934088 394.188220 -875.745868
5955 -1269.607185 393.768564 -875.838620
5956 -1269.275994 393.343789 -875.932205
5957 -1268.939954 392.913801 -876.026153
5958 -1268.598708 392.478205 -876.120504
5959 -1268.251736 392.036236 -876.215500
5960 -1267.898441 391.587561 -876.310880
5961 -1267.538484 391.131965 -876.406520
5962 -1267.171035 390.668745 -876.502290
5963 -1266.795958 390.197995 -876.597963
5964 -1266.412900 389.719195 -876.693705
5965 -1266.021541 389.232314 -876.789227
5966 -1265.621918 388.737537 -876.884381
5967 -1265.213800 388.234862 -876.978938
5968 -1264.797682 387.724809 -877.072873
5969 -1264.373803 387.207774 -877.166029
5970 -1263.942378 386.683879 -877.258499
5971 -1263.503957 386.154071 -877.349886
5972 -1263.059296 385.619142 -877.440154
5973 -1262.608841 385.079794 -877.529047
5974 -1262.153271 384.536576 -877.616695
5975 -1261.693622 383.990891 -877.702731
5976 -1261.230750 383.443410 -877.787340
5977 -1260.765398 382.895079 -877.870318
5978 -1260.298584 382.346874 -877.951710
5979 -1259.831029 381.799923 -878.031106
5980 -1259.363927 381.254836 -878.109092
5981 -1258.897907 380.712801 -878.185106
5982 -1258.434059 380.174826 -878.259233
5983 -1257.973057 379.641947 -878.331110
5984 -1257.515919 379.114864 -878.401054
5985 -1257.063678 378.594768 -878.468910
5986 -1256.617407 378.082939 -878.534469
5987 -1256.177817 377.580168 -878.597649
5988 -1255.746212 377.087676 -878.658536
5989 -1255.323434 376.606103 -878.717331
5990 -1254.910744 376.137307 -878.773437
5991 -1254.509038 375.682205 -878.826833
5992 -1254.119686 375.241923 -878.877763
5993 -1253.743973 374.817925 -878.926049
5994 -1253.383094 374.411551 -878.971543
5995 -1253.038541 374.024388 -879.014152
5996 -1252.711557 373.657594 -879.053963
5997 -1252.403667 373.312936 -879.090731
5998 -1252.116463 372.991909 -879.124554
5999 -1251.851523 372.695914 -879.155610
6000 -1251.610194 372.426688 -879.183506
6001 -1251.394786 372.186306 -879.208480
6002 -1251.206492 371.976168 -879.230323
6003 -1251.047149 371.797799 -879.249349
6004 -1250.918343 371.653363 -879.264980
6005 -1250.821675 371.543804 -879.277870
6006 -1250.758662 371.470767 -879.287895
6007 -1250.730751 371.435319 -879.295432
6008 -1250.738789 371.438921 -879.299868
6009 -1250.784054 371.482151 -879.301903
6010 -1250.866988 371.565220 -879.301768
6011 -1250.988259 371.688859 -879.299400
6012 -1251.147840 371.852881 -879.294959
6013 -1251.345545 372.056643 -879.288902
6014 -1251.580898 372.299624 -879.281274
6015 -1251.852836 372.580449 -879.272387
6016 -1252.160304 372.897894 -879.262410
6017 -1252.501980 373.250341 -879.251639
6018 -1252.875983 373.635497 -879.240485
6019 -1253.279980 374.051653 -879.228327
6020 -1253.712107 374.496213 -879.215895
6021 -1254.169944 374.966580 -879.203364
6022 -1254.650932 375.460069 -879.190863
6023 -1255.152505 375.974236 -879.178269
6024 -1255.672178 376.506212 -879.165966
6025 -1256.207224 377.053310 -879.153914
6026 -1256.755062 377.612935 -879.142127
6027 -1257.312952 378.182341 -879.130611
6028 -1257.878512 378.759177 -879.119334
6029 -1258.449331 379.340209 -879.109123
6030 -1259.023035 379.923574 -879.099461
6031 -1259.597226 380.507289 -879.089937
6032 -1260.169648 381.088547 -879.081102
6033 -1260.738088 381.664968 -879.073120
6034 -1261.300805 382.235179 -879.065626
6035 -1261.855712 382.796466 -879.059247
6036 -1262.400816 383.347607 -879.053208
6037 -1262.934756 383.886164 -879.048592
6038 -1263.455608 384.410856 -879.044752
6039 -1263.961757 384.920067 -879.041690
6040 -1264.451767 385.412302 -879.039466
6041 -1264.924436 385.886190 -879.038247
6042 -1265.378405 386.340512 -879.037894
6043 -1265.812802 386.774324 -879.038478
6044 -1266.226552 387.186376 -879.040175
6045 -1266.618975 387.576153 -879.042822
6046 -1266.989433 387.942983 -879.046450
6047 -1267.337149 388.285955 -879.051194
6048 -1267.661599 388.605283 -879.056316
6049 -1267.962853 388.900359 -879.062494
6050 -1268.240584 389.171094 -879.069490
6051 -1268.494896 389.417521 -879.077374
6052 -1268.725824 389.639703 -879.086121
6053 -1268.933453 389.838099 -879.095354
6054 -1269.118467 390.013048 -879.105420
6055 -1269.281288 390.164978 -879.116311
6056 -1269.422278 390.294532 -879.127746
6057 -1269.542275 390.402689 -879.139586
6058 -1269.642018 390.490031 -879.151987
6059 -1269.722472 390.557749 -879.164723
6060 -1269.784649 390.606638 -879.178011
6061 -1269.829677 390.638012 -879.191665
6062 -1269.858990 390.653307 -879.205684
6063 -1269.873631 390.653653 -879.219978
6064 -1269.875166 390.640852 -879.234314
6065 -1269.865151 390.616155 -879.248996
6066 -1269.845237 390.581762 -879.263475
6067 -1269.817152 390.538893 -879.278259
6068 -1269.782660 390.489808 -879.292852
6069 -1269.743553 390.436062 -879.307491
6070 -1269.701485 390.379518 -879.321967
6071 -1269.658639 390.322068 -879.336571
6072 -1269.616543 390.265603 -879.350939
6073 -1269.576986 390.211803 -879.365183
6074 -1269.541717 390.162101 -879.379616
6075 -1269.512114 390.118052 -879.394061
6076 -1269.489721 390.081366 -879.408355
6077 -1269.475745 390.052683 -879.423063
6078 -1269.471387 390.033374 -879.438013
6079 -1269.477183 390.023897 -879.453286
6080 -1269.493818 390.024831 -879.468988
6081 -1269.521862 390.036571 -879.485291
6082 -1269.561534 390.059422 -879.502112
6083 -1269.612708 390.092712 -879.519996
6084 -1269.675383 390.136653 -879.538730
6085 -1269.748758 390.190451 -879.558307
6086 -1269.832461 390.253617 -879.578844
6087 -1269.925700 390.325083 -879.600617
6088 -1270.027575 390.404206 -879.623370
6089 -1270.137192 390.489460 -879.647732
6090 -1270.253166 390.579869 -879.673297
6091 -1270.374377 390.674364 -879.700014
6092 -1270.499678 390.771357 -879.728321
6093 -1270.627562 390.869903 -879.757659
6094 -1270.756857 390.967926 -879.788931
6095 -1270.885973 391.064726 -879.821247
6096 -1271.013719 391.158409 -879.855310
6097 -1271.138648 391.248304 -879.890343
6098 -1271.259680 391.332735 -879.926945
6099 -1271.375381 391.410602 -879.964779
6100 -1271.484824 391.480747 -880.004077
6101 -1271.587122 391.542591 -880.044531
6102 -1271.681193 391.595096 -880.086097
6103 -1271.766489 391.637958 -880.128531
6104 -1271.842457 391.670202 -880.172255
6105 -1271.908626 391.692041 -880.216585
6106 -1271.964935 391.703356 -880.261579
6107 -1272.011664 391.704420 -880.307243
6108 -1272.049032 391.695358 -880.353674
6109 -1272.077379 391.677177 -880.400202
6110 -1272.097575 391.650761 -880.446813
6111 -1272.110675 391.616724 -880.493951
6112 -1272.117598 391.576528 -880.541070
6113 -1272.119603 391.531488 -880.588115
6114 -1272.118109 391.482885 -880.635223
6115 -1272.114640 391.432398 -880.682242
6116 -1272.110659 391.381796 -880.728862
6117 -1272.107968 391.332270 -880.775698
6118 -1272.107891 391.286322 -880.821569
6119 -1272.112198 391.244347 -880.867851
6120 -1272.122628 391.209062 -880.913566
6121 -1272.140562 391.181595 -880.958967
6122 -1272.167931 391.163379 -881.004552
6123 -1272.205650 391.155574 -881.050076
6124 -1272.254935 391.159611 -881.095323
6125 -1272.316995 391.176224 -881.140771
6126 -1272.392898 391.206601 -881.186298
6127 -1272.483158 391.251167 -881.231991
6128 -1272.588396 391.310075 -881.278321
6129 -1272.709104 391.384636 -881.324468
6130 -1272.845636 391.474054 -881.371582
6131 -1272.997863 391.578878 -881.418985
6132 -1273.165865 391.699015 -881.466850
6133 -1273.349259 391.833336 -881.515923
6134 -1273.547600 391.981899 -881.565701
6135 -1273.760219 392.143666 -881.616552
6136 -1273.986143 392.317722 -881.668421
6137 -1274.224431 392.502753 -881.721678
6138 -1274.473975 392.697689 -881.776286
6139 -1274.733226 392.901128 -881.832099
6140 -1275.000708 393.110748 -881.889960
6141 -1275.274679 393.325269 -881.949410
6142 -1275.552921 393.542706 -882.010216
6143 -1275.833552 393.760069 -882.073483
6144 -1276.114418 393.975832 -882.138587
6145 -1276.393008 394.187402 -882.205606
6146 -1276.667137 394.392063 -882.275074
6147 -1276.933983 394.587650 -882.346333
6148 -1277.191368 394.771326 -882.420042
6149 -1277.436602 394.940833 -882.495769
6150 -1277.667410 395.093884 -882.573526
6151 -1277.881606 395.228437 -882.653168
6152 -1278.077239 395.342479 -882.734760
6153 -1278.252586 395.434333 -882.818253
6154 -1278.406280 395.503086 -882.903194
6155 -1278.537145 395.547550 -882.989594
6156 -1278.644570 395.567727 -883.076843
6157 -1278.728664 395.563679 -883.164985
6158 -1278.789689 395.535928 -883.253761
6159 -1278.828459 395.485756 -883.342703
6160 -1278.846572 395.414784 -883.431788
6161 -1278.846100 395.325819 -883.520281
6162 -1278.829385 395.220449 -883.608936
6163 -1278.799149 395.102735 -883.696414
6164 -1278.758309 394.975424 -883.782885
6165 -1278.710494 394.841841 -883.868653
6166 -1278.659143 394.705802 -883.953341
6167 -1278.607746 394.570480 -884.037266
6168 -1278.559523 394.439292 -884.120231
6169 -1278.517587 394.315656 -884.201932
6170 -1278.484905 394.201828 -884.283078
6171 -1278.464008 394.100035 -884.363973
6172 -1278.456803 394.012381 -884.444422
6173 -1278.464794 393.940086 -884.524708
6174 -1278.489128 393.883636 -884.605492
6175 -1278.530224 393.843397 -884.686827
6176 -1278.587764 393.819092 -884.768673
6177 -1278.661588 393.810079 -884.851509
6178 -1278.750497 393.814831 -884.935666
6179 -1278.853221 393.832309 -885.020911
6180 -1278.968153 393.860500 -885.107653
6181 -1279.093317 393.897387 -885.195930
6182 -1279.226866 393.941170 -885.285696
6183 -1279.366426 393.989530 -885.376896
6184 -1279.509967 394.040115 -885.469851
6185 -1279.655122 394.090456 -885.564666
6186 -1279.799784 394.139056 -885.660728
6187 -1279.941660 394.183017 -885.758643
6188 -1280.078443 394.220478 -885.857965
6189 -1280.208313 394.249457 -885.958856
6190 -1280.328970 394.267634 -886.061336
6191 -1280.438673 394.273333 -886.165340
6192 -1280.535270 394.264662 -886.270608
6193 -1280.617166 394.239670 -886.377496
6194 -1280.682453 394.197016 -886.485437
6195 -1280.729630 394.134779 -886.594851
6196 -1280.757029 394.051892 -886.705137
6197 -1280.763387 393.946862 -886.816525
6198 -1280.747453 393.818530 -886.928924
6199 -1280.708245 393.666105 -887.042140
6200 -1280.644810 393.488827 -887.155983
6201 -1280.556501 393.285842 -887.270659
