# T U K E
2319 -1257.764762 378.765055 -878.999707
2320 -1257.327039 378.291281 -879.035758
2321 -1256.852015 377.782319 -879.069697
2322 -1256.341324 377.240031 -879.101292
2323 -1255.797217 376.666588 -879.130630
2324 -1255.222055 376.064369 -879.157686
2325 -1254.618069 375.436246 -879.181823
2326 -1253.987966 374.784539 -879.203427
2327 -1253.334330 374.112513 -879.221817
2328 -1252.659810 373.422550 -879.237259
2329 -1251.967476 372.717672 -879.249804
2330 -1251.260094 372.000808 -879.259286
2331 -1250.540416 371.274553 -879.265863
2332 -1249.810961 370.542079 -879.268882
2333 -1249.074383 369.805797 -879.268585
2334 -1248.333247 369.067844 -879.265403
2335 -1247.589898 368.331453 -879.258445
2336 -1246.846620 367.598149 -879.248471
2337 -1246.105649 366.870251 -879.235399
2338 -1245.368789 366.149741 -879.219048
2339 -1244.637792 365.438448 -879.199344
2340 -1243.914232 364.737624 -879.176607
2341 -1243.199584 364.049098 -879.150486
2342 -1242.495344 363.373814 -879.121531
2343 -1241.802470 362.713205 -879.089265
2344 -1241.121759 362.067789 -879.053970
2345 -1240.454162 361.438693 -879.015469
2346 -1239.800174 360.826161 -878.974013
2347 -1239.160474 360.230831 -878.929643
2348 -1238.535024 359.652854 -878.882170
2349 -1237.924437 359.092688 -878.831749
2350 -1237.328471 358.549933 -878.778539
2351 -1236.747446 358.025260 -878.722187
2352 -1236.180862 357.517629 -878.663233
2353 -1235.628732 357.027529 -878.601203
2354 -1235.090709 356.554132 -878.536577
2355 -1234.566479 356.097806 -878.468674
2356 -1234.055747 355.657662 -878.398085
2357 -1233.558267 355.233701 -878.324566
2358 -1233.073683 354.825616 -878.248067
2359 -1232.601803 354.433466 -878.168337
2360 -1232.142605 354.056793 -878.085812
2361 -1231.696002 353.696268 -877.999734
2362 -1231.262148 353.351645 -877.910503
2363 -1230.841476 353.023473 -877.818003
2364 -1230.434470 352.712055 -877.722415
2365 -1230.041496 352.418796 -877.622700
2366 -1229.663482 352.143907 -877.519575
2367 -1229.301229 351.888181 -877.413048
2368 -1228.955666 351.652777 -877.302889
2369 -1228.627568 351.438823 -877.188745
2370 -1228.318412 351.247051 -877.071362
2371 -1228.029145 351.078924 -876.950222
2372 -1227.760495 350.934929 -876.825566
2373 -1227.513541 350.815920 -876.697621
2374 -1227.289007 350.722903 -876.566104
2375 -1227.087415 350.656243 -876.431171
2376 -1226.909425 350.616427 -876.292998
2377 -1226.755302 350.603393 -876.151909
2378 -1226.625448 350.617657 -876.007791
2379 -1226.519759 350.659037 -875.860723
2380 -1226.438332 350.727407 -875.710925
2381 -1226.380993 350.823104 -875.557889
2382 -1226.347841 350.945514 -875.402327
2383 -1226.338700 351.094943 -875.243757
2384 -1226.353872 351.271175 -875.082698
2385 -1226.393096 351.474452 -874.918644
2386 -1226.456933 351.704928 -874.752005
2387 -1226.545563 351.963240 -874.582322
2388 -1226.659608 352.249908 -874.409701
2389 -1226.799549 352.565234 -874.234315
2390 -1226.966368 352.909950 -874.056418
2391 -1227.160459 353.284909 -873.875550
2392 -1227.383007 353.691179 -873.691828
2393 -1227.634950 354.129185 -873.505766
2394 -1227.916849 354.600176 -873.316673
2395 -1228.229658 355.104152 -873.125506
2396 -1228.573999 355.641996 -872.932003
2397 -1228.949996 356.213492 -872.736504
2398 -1229.358289 356.819432 -872.538856
2399 -1229.798656 357.458869 -872.339787
2400 -1230.270780 358.131953 -872.138827
2401 -1230.774165 358.837248 -871.936917
2402 -1231.307779 359.573805 -871.733974
2403 -1231.870624 360.340372 -871.530253
2404 -1232.461126 361.134901 -871.326225
2405 -1233.077554 361.955804 -871.121750
2406 -1233.718184 362.800668 -870.917516
2407 -1234.380449 363.667355 -870.713094
2408 -1235.062377 364.553178 -870.509199
2409 -1235.761612 365.455846 -870.305766
2410 -1236.475669 366.373099 -870.102570
2411 -1237.202252 367.301946 -869.900306
2412 -1237.938951 368.240065 -869.698885
2413 -1238.683532 369.184985 -869.498547
2414 -1239.433914 370.134965 -869.298949
2415 -1240.187983 371.088142 -869.099840
2416 -1240.944362 372.042046 -868.902317
2417 -1241.701226 372.995698 -868.705528
2418 -1242.457528 373.947818 -868.509710
2419 -1243.212232 374.897428 -868.314803
2420 -1243.964471 375.843554 -868.120917
2421 -1244.713858 376.785890 -867.927968
2422 -1245.460135 377.723826 -867.736309
2423 -1246.203208 378.657546 -867.545662
2424 -1246.943381 379.587326 -867.356054
2425 -1247.680657 380.513136 -867.167521
2426 -1248.415850 381.435709 -866.980141
2427 -1249.149344 382.355045 -866.794298
2428 -1249.881828 383.272001 -866.609827
2429 -1250.614108 384.187278 -866.426830
2430 -1251.346952 385.101579 -866.245373
2431 -1252.080924 386.015301 -866.065623
2432 -1252.816980 386.929208 -865.887772
2433 -1253.555534 387.843331 -865.712203
2434 -1254.297272 388.758860 -865.538412
2435 -1255.042567 389.675216 -865.367351
2436 -1255.791725 390.592459 -865.199266
2437 -1256.544654 391.511018 -865.033636
2438 -1257.301468 392.430496 -864.870972
2439 -1258.061887 393.349916 -864.711972
2440 -1258.825365 394.269125 -864.556240
2441 -1259.591129 395.186783 -864.404346
2442 -1260.358249 396.101941 -864.256308
2443 -1261.125651 397.013168 -864.112483
2444 -1261.891620 397.918783 -863.972836
2445 -1262.654764 398.816653 -863.838111
2446 -1263.413159 399.704976 -863.708183
2447 -1264.164800 400.581557 -863.583243
2448 -1264.907499 401.443924 -863.463574
2449 -1265.638579 402.289394 -863.349184
2450 -1266.355648 403.115100 -863.240548
2451 -1267.055930 403.918113 -863.137818
2452 -1267.736587 404.695841 -863.040746
2453 -1268.394697 405.444839 -862.949858
2454 -1269.027181 406.162455 -862.864727
2455 -1269.631426 406.845486 -862.785940
2456 -1270.204246 407.490763 -862.713483
2457 -1270.742895 408.095665 -862.647231
2458 -1271.244483 408.656990 -862.587492
2459 -1271.706406 409.172670 -862.533736
2460 -1272.126076 409.639808 -862.486268
2461 -1272.501145 410.056609 -862.444536
2462 -1272.829759 410.420820 -862.408939
2463 -1273.110072 410.730798 -862.379274
2464 -1273.340435 410.985389 -862.355046
2465 -1273.519670 411.183132 -862.336538
2466 -1273.646904 411.323730 -862.323175
2467 -1273.721490 411.406423 -862.315067
2468 -1273.743430 411.431492 -862.311938
2469 -1273.712668 411.399676 -862.312992
2470 -1273.629734 411.310979 -862.318754
2471 -1273.495729 411.166932 -862.328796
2472 -1273.311940 410.969494 -862.342446
2473 -1273.079971 410.720408 -862.359563
2474 -1272.801788 410.421601 -862.380187
2475 -1272.479946 410.076252 -862.403693
2476 -1272.117267 409.687171 -862.430096
2477 -1271.716771 409.257993 -862.458778
2478 -1271.281911 408.792414 -862.489497
2479 -1270.816332 408.294159 -862.522173
2480 -1270.324124 407.767685 -862.556439
2481 -1269.809305 407.217083 -862.592222
2482 -1269.276303 406.647114 -862.629188
2483 -1268.729542 406.062297 -862.667246
2484 -1268.173656 405.468244 -862.705412
2485 -1267.613257 404.868894 -862.744363
2486 -1267.053331 404.269097 -862.784234
2487 -1266.498158 403.674161 -862.823998
2488 -1265.952524 403.088510 -862.864015
2489 -1265.420717 402.516261 -862.904456
2490 -1264.907229 401.962202 -862.945027
2491 -1264.416124 401.430177 -862.985947
2492 -1263.951027 400.924088 -863.026939
2493 -1263.515466 400.447288 -863.068177
2494 -1263.112397 400.002551 -863.109846
2495 -1262.744842 399.592589 -863.152253
2496 -1262.414905 399.220084 -863.194821
2497 -1262.124611 398.886526 -863.238085
2498 -1261.875711 398.593469 -863.282243
2499 -1261.669371 398.341731 -863.327640
2500 -1261.506163 398.132103 -863.374060
2501 -1261.386785 397.965252 -863.421532
2502 -1261.311019 397.840533 -863.470485
2503 -1261.278865 397.758095 -863.520769
2504 -1261.289754 397.717080 -863.572674
2505 -1261.343140 397.716843 -863.626297
2506 -1261.438053 397.756373 -863.681680
2507 -1261.573513 397.834722 -863.738791
2508 -1261.748256 397.950940 -863.797316
2509 -1261.961300 398.103346 -863.857955
2510 -1262.211281 398.291021 -863.920260
2511 -1262.497202 398.512894 -863.984308
2512 -1262.818049 398.767437 -864.050612
2513 -1263.172680 399.054343 -864.118338
2514 -1263.559980 399.372173 -864.187807
2515 -1263.979054 399.719523 -864.259531
2516 -1264.428796 400.095841 -864.332954
2517 -1264.908138 400.499477 -864.408661
2518 -1265.416090 400.929483 -864.486607
2519 -1265.951201 401.384544 -864.566657
2520 -1266.512251 401.863073 -864.649178
2521 -1267.097380 402.363052 -864.734328
2522 -1267.704858 402.882407 -864.822451
2523 -1268.332507 403.418908 -864.913599
2524 -1268.977673 403.969686 -865.007987
2525 -1269.637573 404.531657 -865.105915
2526 -1270.309162 405.101313 -865.207849
2527 -1270.988740 405.675236 -865.313504
2528 -1271.672578 406.249122 -865.423456
2529 -1272.356572 406.818487 -865.538085
2530 -1273.036131 407.378908 -865.657224
2531 -1273.706768 407.925594 -865.781174
2532 -1274.364051 408.453819 -865.910232
2533 -1275.003009 408.959128 -866.043881
2534 -1275.619082 409.436460 -866.182621
2535 -1276.207465 409.881241 -866.326224
2536 -1276.763796 410.289232 -866.474564
2537 -1277.284263 410.656775 -866.627488
2538 -1277.764782 410.979877 -866.784904
2539 -1278.202166 411.255523 -866.946643
2540 -1278.593624 411.481518 -867.112106
2541 -1278.936794 411.655703 -867.281092
2542 -1279.229982 411.776250 -867.453732
2543 -1279.472106 411.842767 -867.629338
2544 -1279.662652 411.855230 -867.807422
2545 -1279.801694 411.813735 -867.987959
2546 -1279.889941 411.719872 -868.170069
2547 -1279.928854 411.575050 -868.353803
2548 -1279.920519 411.381714 -868.538804
2549 -1279.867278 411.142431 -868.724847
2550 -1279.772150 410.861201 -868.910949
2551 -1279.638703 410.540957 -869.097746
2552 -1279.470634 410.186278 -869.284357
2553 -1279.272476 409.802078 -869.470398
2554 -1279.048372 409.392144 -869.656229
2555 -1278.802936 408.961754 -869.841182
2556 -1278.541010 408.515822 -870.025188
2557 -1278.267448 408.058834 -870.208614
2558 -1277.986672 407.595793 -870.390879
2559 -1277.703365 407.131276 -870.572089
2560 -1277.422023 406.669401 -870.752621
2561 -1277.146664 406.214652 -870.932012
2562 -1276.881137 405.770445 -871.110692
2563 -1276.628653 405.339523 -871.289130
2564 -1276.392307 404.925486 -871.466821
2565 -1276.174488 404.530649 -871.643839
2566 -1275.977494 404.156232 -871.821262
2567 -1275.802863 403.804337 -871.998526
2568 -1275.651405 403.475571 -872.175834
2569 -1275.524037 403.170666 -872.353371
2570 -1275.420806 402.889098 -872.531708
2571 -1275.341747 402.631111 -872.710636
2572 -1275.286084 402.395756 -872.890328
2573 -1275.252786 402.181505 -873.071281
2574 -1275.240496 401.987259 -873.253237
2575 -1275.247493 401.811397 -873.436096
2576 -1275.271941 401.651326 -873.620615
2577 -1275.311547 401.504877 -873.806670
2578 -1275.363886 401.370005 -873.993881
2579 -1275.426263 401.243261 -874.183002
2580 -1275.495593 401.121837 -874.373756
2581 -1275.568885 401.002835 -874.566050
2582 -1275.643029 400.882837 -874.760191
2583 -1275.714845 400.758640 -874.956205
2584 -1275.780904 400.626857 -875.154047
2585 -1275.838054 400.484742 -875.353312
2586 -1275.882822 400.328300 -875.554522
2587 -1275.912111 400.154938 -875.757173
2588 -1275.922862 399.961729 -875.961133
2589 -1275.912048 399.745683 -876.166365
2590 -1275.877159 399.504515 -876.372644
2591 -1275.815880 399.235968 -876.579912
2592 -1275.725865 398.938092 -876.787774
2593 -1275.605644 398.609545 -876.996098
2594 -1275.453810 398.249172 -877.204638
2595 -1275.269344 397.856150 -877.413195
2596 -1275.051628 397.430419 -877.621209
2597 -1274.800523 396.971770 -877.828753
2598 -1274.516604 396.481485 -878.035120
2599 -1274.200436 395.960358 -878.240077
2600 -1273.853355 395.409919 -878.443436
2601 -1273.477123 394.832059 -878.645064
2602 -1273.073907 394.229953 -878.843954
2603 -1272.646426 393.605707 -879.040719
2604 -1272.197775 392.963380 -879.234395
2605 -1271.731350 392.306848 -879.424502
2606 -1271.250882 391.639405 -879.611477
2607 -1270.760828 390.965751 -879.795077
2608 -1270.265295 390.290949 -879.974346
2609 -1269.769159 389.619453 -880.149706
2610 -1269.277089 388.955991 -880.321098
2611 -1268.793905 388.305750 -880.488156
2612 -1268.324572 387.673882 -880.650690
2613 -1267.873954 387.064902 -880.809052
2614 -1267.446948 386.483537 -880.963412
2615 -1267.047767 385.934574 -881.113194
2616 -1266.680908 385.421885 -881.259024
2617 -1266.350046 384.949128 -881.400918
2618 -1266.058875 384.519962 -881.538913
2619 -1265.810278 384.136458 -881.673820
2620 -1265.606639 383.801206 -881.805434
2621 -1265.449963 383.515880 -881.934083
2622 -1265.341350 383.281179 -882.060171
2623 -1265.281481 383.097800 -882.183680
2624 -1265.270681 382.964979 -882.305702
2625 -1265.308266 382.882191 -882.426075
2626 -1265.393056 382.848001 -882.545055
2627 -1265.523506 382.860543 -882.662963
2628 -1265.697333 382.917283 -882.780050
2629 -1265.912173 383.015592 -882.896580
2630 -1266.165125 383.151930 -883.013194
2631 -1266.452887 383.323640 -883.129247
2632 -1266.771961 383.526264 -883.245697
2633 -1267.118902 383.756841 -883.362060
2634 -1267.489812 384.011190 -883.478622
2635 -1267.881021 384.285585 -883.595436
2636 -1268.288955 384.576153 -883.712802
2637 -1268.709887 384.879565 -883.830322
2638 -1269.140365 385.192190 -883.948175
2639 -1269.577026 385.510367 -884.066659
2640 -1270.016548 385.831532 -884.185015
2641 -1270.455815 386.151964 -884.303851
2642 -1270.892369 386.469495 -884.422874
2643 -1271.323119 386.780680 -884.542439
2644 -1271.745928 387.084175 -884.661753
2645 -1272.158174 387.376839 -884.781335
2646 -1272.558060 387.656843 -884.901217
2647 -1272.943440 387.922387 -885.021053
2648 -1273.312756 388.171948 -885.140808
2649 -1273.664240 388.403542 -885.260698
2650 -1273.996779 388.616288 -885.380491
2651 -1274.308790 388.808631 -885.500159
2652 -1274.599448 388.979747 -885.619701
2653 -1274.867823 389.128664 -885.739158
2654 -1275.113266 389.255200 -885.858067
2655 -1275.335370 389.358868 -885.976503
2656 -1275.533771 389.438968 -886.094802
2657 -1275.708590 389.496540 -886.212049
2658 -1275.860091 389.531342 -886.328749
2659 -1275.988663 389.544077 -886.444586
2660 -1276.095238 389.535662 -886.559576
2661 -1276.180353 389.507045 -886.673309
2662 -1276.245526 389.459264 -886.786262
2663 -1276.291946 389.394397 -886.897549
2664 -1276.321017 389.313512 -887.007505
2665 -1276.334827 389.218442 -887.116385
2666 -1276.334770 389.111170 -887.223601
2667 -1276.322935 388.993650 -887.329285
2668 -1276.301224 388.867623 -887.433601
2669 -1276.271405 388.735316 -887.536089
2670 -1276.235873 388.598622 -887.637251
2671 -1276.196190 388.459371 -887.736818
2672 -1276.154202 388.319548 -887.834654
2673 -1276.111673 388.180433 -887.931240
2674 -1276.070230 388.043948 -888.026282
2675 -1276.031389 387.911132 -888.120258
2676 -1275.996201 387.783386 -888.212815
2677 -1275.965696 387.661169 -888.304527
2678 -1275.940528 387.545578 -888.394950
2679 -1275.921423 387.436643 -888.484780
2680 -1275.908337 387.334731 -888.573607
2681 -1275.901526 387.239351 -888.662175
2682 -1275.900295 387.149924 -888.750371
2683 -1275.904168 387.066114 -888.838054
2684 -1275.912221 386.986517 -888.925704
2685 -1275.923041 386.909789 -889.013252
2686 -1275.935353 386.834344 -889.101010
2687 -1275.947449 386.758595 -889.188854
2688 -1275.957405 386.680192 -889.277213
2689 -1275.962744 386.596908 -889.365836
2690 -1275.961653 386.506730 -889.454922
2691 -1275.951513 386.406820 -889.544693
2692 -1275.929755 386.294586 -889.635169
2693 -1275.893549 386.167922 -889.725627
2694 -1275.840538 386.023442 -889.817095
2695 -1275.768065 385.859166 -889.908900
2696 -1275.673587 385.672346 -890.001240
2697 -1275.554545 385.460789 -890.093755
2698 -1275.408771 385.222208 -890.186563
2699 -1275.234058 384.954558 -890.279499
2700 -1275.028640 384.656257 -890.372383
2701 -1274.790653 384.325719 -890.464934
2702 -1274.518971 383.961878 -890.557093
2703 -1274.212591 383.563974 -890.648617
2704 -1273.870758 383.131947 -890.738811
2705 -1273.493279 382.664915 -890.828364
2706 -1273.080252 382.164283 -890.915969
2707 -1272.632230 381.630023 -891.002207
2708 -1272.150271 381.064029 -891.086242
2709 -1271.635627 380.467400 -891.168227
2710 -1271.090388 379.842610 -891.247777
2711 -1270.516307 379.192438 -891.323869
2712 -1269.916297 378.519111 -891.397187
2713 -1269.293758 377.826444 -891.467313
2714 -1268.651796 377.118437 -891.533359
2715 -1267.994369 376.398690 -891.595680
2716 -1267.325735 375.672115 -891.653621
2717 -1266.650070 374.942893 -891.707177
2718 -1265.972261 374.215784 -891.756477
2719 -1265.296978 373.495913 -891.801065
2720 -1264.629228 372.788192 -891.841036
2721 -1263.973789 372.097686 -891.876103
2722 -1263.335528 371.429030 -891.906498
2723 -1262.719108 370.786891 -891.932217
2724 -1262.128925 370.175875 -891.953050
2725 -1261.569502 369.599977 -891.969525
2726 -1261.044565 369.062795 -891.981770
2727 -1260.557663 368.568019 -891.989645
2728 -1260.111674 368.118147 -891.993527
2729 -1259.709409 367.715985 -891.993424
2730 -1259.352972 367.363025 -891.989947
2731 -1259.044133 367.061490 -891.982644
2732 -1258.784343 366.811866 -891.972477
2733 -1258.574249 366.615095 -891.959154
2734 -1258.414904 366.471633 -891.943272
2735 -1258.305711 366.381444 -891.924267
2736 -1258.247099 366.344344 -891.902755
2737 -1258.238713 366.359383 -891.879331
2738 -1258.279931 366.425977 -891.853954
2739 -1258.369723 366.543545 -891.826177
2740 -1258.507033 366.710679 -891.796353
2741 -1258.690688 366.925821 -891.764867
2742 -1258.919587 367.188052 -891.731535
2743 -1259.192217 367.495598 -891.696619
2744 -1259.507276 367.847178 -891.660098
2745 -1259.863311 368.240955 -891.622356
2746 -1260.258779 368.675617 -891.583162
2747 -1260.692122 369.149055 -891.543067
2748 -1261.161595 369.659863 -891.501732
2749 -1261.665611 370.206482 -891.459129
2750 -1262.202787 370.786714 -891.416073
2751 -1262.771078 371.399549 -891.371529
2752 -1263.369229 372.042453 -891.326776
2753 -1263.995355 372.713868 -891.281487
2754 -1264.647814 373.412510 -891.235304
2755 -1265.325127 374.135906 -891.189221
2756 -1266.025353 374.882559 -891.142794
2757 -1266.746650 375.650210 -891.096441
2758 -1267.487033 376.436934 -891.050099
2759 -1268.244443 377.240504 -891.003939
2760 -1269.016977 378.058446 -890.958531
2761 -1269.802261 378.888409 -890.913851
2762 -1270.597891 379.727953 -890.869938
2763 -1271.401231 380.574115 -890.827116
2764 -1272.209921 381.424180 -890.785740
2765 -1273.020918 382.275097 -890.745821
2766 -1273.831425 383.124087 -890.707337
2767 -1274.638761 383.968101 -890.670660
2768 -1275.439848 384.804117 -890.635731
2769 -1276.231796 385.628780 -890.603016
2770 -1277.011647 386.439466 -890.572181
2771 -1277.776804 387.233063 -890.543741
2772 -1278.524377 388.006888 -890.517488
2773 -1279.251609 388.758228 -890.493382
2774 -1279.956196 389.484550 -890.471646
2775 -1280.635835 390.183904 -890.451931
2776 -1281.288530 390.853760 -890.434770
2777 -1281.912480 391.492717 -890.419763
2778 -1282.506169 392.099252 -890.406917
2779 -1283.068473 392.672360 -890.396112
2780 -1283.598092 393.210581 -890.387511
2781 -1284.094410 393.713917 -890.380493
2782 -1284.557109 394.181608 -890.375501
2783 -1284.986152 394.613475 -890.372677
2784 -1285.381480 395.009826 -890.371654
2785 -1285.743292 395.371062 -890.372230
2786 -1286.072176 395.697765 -890.374411
2787 -1286.368891 395.990487 -890.378403
2788 -1286.634129 396.250484 -890.383645
2789 -1286.868915 396.478337 -890.390578
2790 -1287.074235 396.675546 -890.398689
2791 -1287.251367 396.842661 -890.408706
2792 -1287.401546 396.981303 -890.420243
2793 -1287.525645 397.092665 -890.432980
2794 -1287.624939 397.177481 -890.447458
2795 -1287.700457 397.237005 -890.463452
2796 -1287.753296 397.272124 -890.481172
2797 -1287.784021 397.283664 -890.500357
2798 -1287.793570 397.272450 -890.521120
2799 -1287.782345 397.238332 -890.544012
2800 -1287.750633 397.182075 -890.568557
2801 -1287.698486 397.103467 -890.595019
2802 -1287.626042 397.002844 -890.623198
2803 -1287.532813 396.879233 -890.653580
2804 -1287.418405 396.732512 -890.685893
2805 -1287.282181 396.561585 -890.720596
2806 -1287.123256 396.365996 -890.757259
2807 -1286.940815 396.144465 -890.796350
2808 -1286.733236 395.895926 -890.837310
2809 -1286.499445 395.619129 -890.880316
2810 -1286.238111 395.312275 -890.925835
2811 -1285.947858 394.974666 -890.973192
2812 -1285.627060 394.604411 -891.022648
2813 -1285.274444 394.200231 -891.074213
2814 -1284.888167 393.760937 -891.127230
2815 -1284.467310 393.285068 -891.182242
2816 -1284.010345 392.771892 -891.238452
2817 -1283.516192 392.220009 -891.296182
2818 -1282.983922 391.628872 -891.355050
2819 -1282.412658 390.997873 -891.414784
2820 -1281.801919 390.326739 -891.475180
2821 -1281.151345 389.615168 -891.536177
2822 -1280.460859 388.863436 -891.597423
2823 -1279.730542 388.072125 -891.658417
2824 -1278.960945 387.241786 -891.719159
2825 -1278.152736 386.373490 -891.779246
2826 -1277.307304 385.468763 -891.838542
2827 -1276.425506 384.528919 -891.896588
2828 -1275.509341 383.556126 -891.953215
2829 -1274.560540 382.552673 -892.007867
2830 -1273.581520 381.520820 -892.060699
2831 -1272.574603 380.463527 -892.111076
2832 -1271.542698 379.383602 -892.159095
2833 -1270.488596 378.284585 -892.204011
2834 -1269.415733 377.169618 -892.246115
2835 -1268.327040 376.042362 -892.284677
2836 -1267.226077 374.906114 -892.319963
2837 -1266.116733 373.765387 -892.351346
2838 -1265.002488 372.623568 -892.378920
2839 -1263.887216 371.484959 -892.402257
2840 -1262.774784 370.353188 -892.421596
2841 -1261.669184 369.232679 -892.436505
2842 -1260.574204 368.126969 -892.447234
2843 -1259.493809 367.040421 -892.453388
2844 -1258.431834 365.977149 -892.454684
2845 -1257.392178 364.940755 -892.451424
2846 -1256.378868 363.935292 -892.443577
2847 -1255.395266 362.964664 -892.430602
2848 -1254.445096 362.032621 -892.412475
2849 -1253.532510 361.142640 -892.389871
2850 -1252.660809 360.298348 -892.362462
2851 -1251.832747 359.502915 -892.329831
2852 -1251.051901 358.759513 -892.292388
2853 -1250.321166 358.070883 -892.250283
2854 -1249.643243 357.439739 -892.203504
2855 -1249.020300 356.868212 -892.152088
2856 -1248.454446 356.357887 -892.096559
2857 -1247.947330 355.910712 -892.036618
2858 -1247.499764 355.526928 -891.972836
2859 -1247.112939 355.207661 -891.905278
2860 -1246.786788 354.952174 -891.834614
2861 -1246.520825 354.760343 -891.760482
2862 -1246.314024 354.630331 -891.683692
2863 -1246.165123 354.560977 -891.604146
2864 -1246.071901 354.549531 -891.522371
2865 -1246.031710 354.593181 -891.438529
2866 -1246.041515 354.688048 -891.353467
2867 -1246.097677 354.830805 -891.266872
2868 -1246.195913 355.017022 -891.178891
2869 -1246.332162 355.241846 -891.090316
2870 -1246.501309 355.500542 -891.000767
2871 -1246.698549 355.787435 -890.911115
2872 -1246.918402 356.097882 -890.820520
2873 -1247.155838 356.426145 -890.729693
2874 -1247.405636 356.766730 -890.638907
2875 -1247.662358 357.114630 -890.547727
2876 -1247.920941 357.464780 -890.456161
2877 -1248.176511 357.812358 -890.364153
2878 -1248.424776 358.152938 -890.271838
2879 -1248.661314 358.482279 -890.179035
2880 -1248.882139 358.796475 -890.085664
2881 -1249.084000 359.092780 -889.991220
2882 -1249.263962 359.368022 -889.895940
2883 -1249.419635 359.620280 -889.799355
2884 -1249.549283 359.847968 -889.701315
2885 -1249.651631 360.050173 -889.601458
2886 -1249.726185 360.226530 -889.499655
2887 -1249.772946 360.377193 -889.395753
2888 -1249.792689 360.503264 -889.289425
2889 -1249.786494 360.606149 -889.180345
2890 -1249.756375 360.687954 -889.068421
2891 -1249.704549 360.751338 -888.953212
2892 -1249.633995 360.799353 -888.834642
2893 -1249.548106 360.835633 -888.712472
2894 -1249.450676 360.863934 -888.586742
2895 -1249.345555 360.888590 -888.456965
2896 -1249.237200 360.913387 -888.323814
2897 -1249.129794 360.943329 -888.186465
2898 -1249.028011 360.982569 -888.045442
2899 -1248.936117 361.035624 -887.900493
2900 -1248.858387 361.105788 -887.752599
2901 -1248.798599 361.197426 -887.601173
2902 -1248.760362 361.314016 -887.446346
2903 -1248.747039 361.458334 -887.288705
2904 -1248.761480 361.633004 -887.128476
2905 -1248.805941 361.840222 -886.965719
2906 -1248.882435 362.081481 -886.800954
2907 -1248.992176 362.358153 -886.634024
2908 -1249.136309 362.670693 -886.465616
2909 -1249.315371 363.019588 -886.295783
2910 -1249.529501 363.404440 -886.125061
2911 -1249.778408 363.825519 -885.952888
2912 -1250.061704 364.281666 -885.780038
2913 -1250.378677 364.772022 -885.606655
2914 -1250.728208 365.294967 -885.433240
2915 -1251.108866 365.849708 -885.259158
2916 -1251.519679 366.434318 -885.085361
2917 -1251.958758 367.047300 -884.911458
2918 -1252.424804 367.687065 -884.737739
2919 -1252.915638 368.351262 -884.564376
2920 -1253.429466 369.037905 -884.391561
2921 -1253.964379 369.744581 -884.219798
2922 -1254.517603 370.469245 -884.048358
2923 -1255.087257 371.209025 -883.878232
2924 -1255.670359 371.961266 -883.709093
2925 -1256.264821 372.723251 -883.541570
2926 -1256.867439 373.491804 -883.375635
2927 -1257.475265 374.263934 -883.211331
2928 -1258.085251 375.036620 -883.048631
2929 -1258.694263 375.805924 -882.888338
2930 -1259.299135 376.568703 -882.730432
2931 -1259.896269 377.321875 -882.574394
2932 -1260.482568 378.061626 -882.420942
2933 -1261.054501 378.784355 -882.270146
2934 -1261.608968 379.487439 -882.121529
2935 -1262.143001 380.167339 -881.975662
2936 -1262.653347 380.821035 -881.832311
2937 -1263.137417 381.445814 -881.691603
2938 -1263.592753 382.039329 -881.553424
2939 -1264.016927 382.599108 -881.417819
2940 -1264.408181 383.124118 -881.284063
2941 -1264.765127 383.612317 -881.152810
2942 -1265.086567 384.062915 -881.023652
2943 -1265.371765 384.475396 -880.896369
2944 -1265.620627 384.849518 -880.771109
2945 -1265.833308 385.186142 -880.647166
2946 -1266.010498 385.485910 -880.524588
2947 -1266.153088 385.749528 -880.403560
2948 -1266.262591 385.979379 -880.283212
2949 -1266.340971 386.177055 -880.163916
2950 -1266.390478 386.344999 -880.045479
2951 -1266.413655 386.486235 -879.927419
2952 -1266.413280 386.603545 -879.809735
2953 -1266.392493 386.699614 -879.692879
2954 -1266.354369 386.778169 -879.576200
2955 -1266.302390 386.842447 -879.459943
2956 -1266.239845 386.895714 -879.344132
2957 -1266.169924 386.941603 -879.228321
2958 -1266.095938 386.982954 -879.112984
2959 -1266.021365 387.023612 -878.997753
2960 -1265.949086 387.065591 -878.883495
2961 -1265.881875 387.112250 -878.769626
2962 -1265.822310 387.165875 -878.656434
2963 -1265.772423 387.228390 -878.544032
2964 -1265.734524 387.301564 -878.432959
2965 -1265.709850 387.387136 -878.322714
2966 -1265.699812 387.485715 -878.214098
2967 -1265.705126 387.598001 -878.107125
2968 -1265.726035 387.724238 -878.001798
2969 -1265.762557 387.864271 -877.898285
2970 -1265.814233 388.017094 -877.797139
2971 -1265.880356 388.181971 -877.698386
2972 -1265.959476 388.357589 -877.601886
2973 -1266.050111 388.541568 -877.508543
2974 -1266.150018 388.732044 -877.417974
2975 -1266.256915 388.926454 -877.330462
2976 -1266.368080 389.121653 -877.246428
2977 -1266.480681 389.315169 -877.165511
2978 -1266.591274 389.503188 -877.088086
2979 -1266.696652 389.682231 -877.014422
2980 -1266.793044 389.848361 -876.944684
2981 -1266.876758 389.998527 -876.878231
2982 -1266.944194 390.128459 -876.815735
2983 -1266.991566 390.234770 -876.756797
2984 -1267.015294 390.313708 -876.701587
