256
Caixa no tempo 8100
W 6.432619 6.568325 6.023424
W 0.379555 0.191175 0.482769
W 1.353649 0.622812 0.050871
W 2.651986 6.908757 6.270377
W 3.640349 6.649450 6.048656
W 4.453809 0.369454 6.091095
W 5.488542 0.399396 6.308524
W 6.950846 0.407571 6.238186
W 0.511536 1.727443 0.081446
W 1.615141 1.734590 6.537178
W 2.891194 1.229532 6.390221
W 4.112825 1.373274 5.676247
W 5.164984 1.316743 6.688018
W 5.642346 0.849125 0.737046
W 6.670101 1.567584 6.155217
W 0.689661 2.517843 6.134406
W 3.140113 2.067777 5.399854
W 4.031840 1.807829 6.846492
W 4.777233 2.130950 5.976105
W 5.880884 2.250709 5.954043
W 6.693165 2.576363 6.572831
W 0.497724 2.904542 0.236435
W 0.816582 3.501417 6.245455
W 1.633733 4.339072 5.734720
W 2.029001 3.499819 6.271747
W 4.858039 1.758076 0.597413
W 5.312794 2.540797 6.837576
W 6.009574 3.338868 0.329900
W 6.843036 3.642283 6.655837
W 0.670834 4.573663 6.198882
W 2.299347 4.363963 6.735245
W 3.157256 3.588625 6.440473
W 4.064498 2.941064 6.135174
W 5.017642 3.826893 6.533922
W 5.843902 3.192229 6.074127
W 6.627100 4.926594 6.370737
W 1.089349 5.002164 5.165787
W 1.785004 5.604124 0.201926
W 3.355337 4.696026 6.470697
W 5.018395 5.049809 6.231071
W 5.475738 5.391739 5.204893
W 6.316205 4.066292 5.756961
W 5.890593 5.672637 6.280496
W 0.412541 5.964467 6.133004
W 1.335178 6.834868 6.222152
W 1.904648 5.889673 6.244204
W 4.213759 5.656118 6.410923
W 4.995578 6.305705 6.478893
W 5.533544 5.747781 0.332916
W 6.547806 6.142179 0.150966
W 6.860948 6.272981 1.253849
W 1.432482 0.254940 0.985018
W 2.334697 0.588223 1.523617
W 2.974519 6.246657 6.869073
W 4.286830 6.806313 0.084757
W 5.257564 6.843355 0.293151
W 6.753557 0.957803 0.322134
W 0.327657 0.528540 1.557970
W 1.461581 1.073142 1.756820
W 2.340107 1.604724 0.513532
W 2.612251 0.550437 0.303126
W 4.544445 0.778897 0.651168
W 6.598060 1.313896 1.338052
W 0.742157 2.049986 1.105391
W 1.662494 2.419452 0.721521
W 2.376916 2.454733 6.337708
W 2.674531 2.470511 1.216612
W 3.758327 0.893140 6.778668
W 6.053357 1.752316 0.174953
W 6.730154 2.326002 0.904596
W 6.873093 3.244455 1.210915
W 1.136449 3.002759 1.445611
W 2.156450 3.450972 1.245487
W 3.155624 2.557302 0.193214
W 4.564897 2.272712 1.513418
W 5.655467 2.509087 0.815796
W 5.807060 3.478738 1.283106
W 0.424723 3.982705 0.468360
W 1.200075 4.148898 1.250044
W 1.746965 3.298934 0.169022
W 3.303725 3.929108 1.368563
W 4.247274 2.710580 0.287481
W 5.330200 4.154600 0.685604
W 5.780499 4.713415 0.007493
W 6.339533 4.256413 0.720800
W 1.133102 4.662958 0.135217
W 2.200788 4.816274 0.850853
W 3.106977 4.447703 0.471168
W 4.002947 4.015774 6.910970
W 4.661833 5.108121 0.333904
W 4.985819 5.254179 1.370214
W 0.362891 5.290508 0.203789
W 0.780268 6.237934 0.435358
W 2.098368 6.598122 0.488515
W 2.826786 5.638850 0.752463
W 3.850962 5.817031 0.490566
W 4.802946 6.140792 0.855184
W 6.478848 5.263451 0.975626
W 6.457120 0.214010 1.075700
W 0.898220 6.570051 1.434950
W 2.384479 6.673026 2.378007
W 2.955601 6.629185 1.392852
W 3.463114 0.730685 0.926901
W 4.997104 0.406513 1.491632
W 5.696644 6.204998 1.411772
W 6.822429 0.940816 2.472543
W 0.879433 0.582231 2.361210
W 2.285248 1.051708 2.491750
W 2.857258 1.565369 1.600062
W 3.628014 1.904505 0.943376
W 4.406973 1.175693 2.030915
W 5.849490 0.748552 2.034173
W 0.066959 2.253600 1.887782
W 0.709254 1.610814 2.319182
W 1.551863 2.073616 1.991634
W 2.677805 2.154774 2.340740
W 3.595669 2.396938 1.815959
W 5.367921 1.541763 1.643347
W 6.005765 1.692213 2.547923
W 6.755494 3.039406 2.668530
W 0.899086 2.851039 2.726579
W 2.069578 2.944935 2.208814
W 3.063933 3.212920 2.094387
W 4.254691 3.643214 2.347550
W 5.077992 3.234134 1.979075
W 6.012388 2.702559 1.910862
W 6.650416 3.949658 2.004631
W 0.596809 3.781571 2.331095
W 1.702361 4.090430 2.295888
W 2.762332 3.998019 2.809936
W 4.556960 3.351243 1.073625
W 4.799191 4.608955 2.635049
W 4.823947 4.312324 1.560980
W 0.690321 5.385393 2.420524
