# T U K E
1138 -1267.189197 395.980094 -871.209103
1139 -1267.060244 395.852260 -871.207984
1140 -1266.901444 395.693170 -871.208274
1141 -1266.713877 395.504018 -871.209859
1142 -1266.498931 395.285568 -871.213362
1143 -1266.257284 395.039410 -871.217874
1144 -1265.990483 394.766705 -871.223779
1145 -1265.699959 394.469560 -871.230399
1146 -1265.387385 394.149350 -871.238035
1147 -1265.054471 393.808457 -871.246013
1148 -1264.703505 393.448927 -871.254578
1149 -1264.336961 393.073385 -871.263576
1150 -1263.956928 392.684639 -871.272289
1151 -1263.566656 392.285833 -871.280823
1152 -1263.169030 391.880386 -871.288644
1153 -1262.767868 391.471439 -871.296429
1154 -1262.366106 391.062838 -871.303268
1155 -1261.967515 390.658489 -871.309027
1156 -1261.575873 390.261868 -871.314005
1157 -1261.194860 389.876729 -871.318131
1158 -1260.827782 389.506824 -871.320959
1159 -1260.478227 389.155293 -871.322934
1160 -1260.149541 388.825400 -871.324141
1161 -1259.844295 388.519432 -871.324863
1162 -1259.565001 388.240346 -871.324654
1163 -1259.313549 387.989056 -871.324493
1164 -1259.091176 387.766962 -871.324214
1165 -1258.898692 387.574245 -871.324448
1166 -1258.735957 387.410994 -871.324963
1167 -1258.602442 387.275558 -871.326884
1168 -1258.496391 387.167172 -871.329219
1169 -1258.416090 387.082447 -871.333643
1170 -1258.358857 387.019335 -871.339522
1171 -1258.321671 386.974296 -871.347374
1172 -1258.300879 386.943544 -871.357335
1173 -1258.292466 386.922744 -871.369722
1174 -1258.292538 386.908142 -871.384396
1175 -1258.296858 386.895404 -871.401454
1176 -1258.300820 386.879952 -871.420867
1177 -1258.300763 386.858736 -871.442027
1178 -1258.292946 386.827727 -871.465219
1179 -1258.274041 386.784057 -871.489985
1180 -1258.241270 386.724950 -871.516320
1181 -1258.192406 386.648608 -871.543798
1182 -1258.125630 386.553627 -871.572003
1183 -1258.040337 386.439948 -871.600389
1184 -1257.935817 386.306809 -871.629008
1185 -1257.812747 386.155738 -871.657009
1186 -1257.671638 385.987316 -871.684323
1187 -1257.514450 385.803282 -871.711168
1188 -1257.343005 385.606537 -871.736468
1189 -1257.159642 385.398822 -871.760820
1190 -1256.966889 385.183005 -871.783885
1191 -1256.767214 384.961894 -871.805319
1192 -1256.563444 384.738175 -871.825269
1193 -1256.358310 384.514381 -871.843929
1194 -1256.154152 384.292922 -871.861230
1195 -1255.953274 384.076147 -871.877127
1196 -1255.757530 383.865399 -871.892131
1197 -1255.568457 383.661837 -871.906620
1198 -1255.387157 383.467626 -871.919531
1199 -1255.214782 383.282613 -871.932169
1200 -1255.051986 383.108018 -871.943968
1201 -1254.899365 382.943839 -871.955526
1202 -1254.757022 382.790412 -871.966610
1203 -1254.625101 382.648255 -871.976846
1204 -1254.503738 382.517335 -871.986403
1205 -1254.393602 382.397988 -871.995614
1206 -1254.294867 382.290701 -872.004166
1207 -1254.207998 382.196052 -872.011945
1208 -1254.133809 382.115018 -872.018790
1209 -1254.073012 382.048238 -872.024774
1210 -1254.026745 381.996840 -872.029905
1211 -1253.995975 381.962380 -872.033595
1212 -1253.982172 381.946442 -872.035731
1213 -1253.987235 381.950063 -872.037172
1214 -1254.012433 381.974951 -872.037482
1215 -1254.059035 382.022904 -872.036131
1216 -1254.128859 382.095173 -872.033686
1217 -1254.223435 382.192914 -872.030521
1218 -1254.343743 382.317775 -872.025969
1219 -1254.491266 382.470546 -872.020720
1220 -1254.666741 382.652141 -872.014600
1221 -1254.870983 382.863200 -872.007783
1222 -1255.104579 383.103445 -872.001134
1223 -1255.367437 383.373638 -871.993799
1224 -1255.659399 383.672585 -871.986813
1225 -1255.980054 384.000439 -871.979615
1226 -1256.328724 384.355366 -871.973358
1227 -1256.703964 384.736784 -871.967180
1228 -1257.104600 385.142464 -871.962136
1229 -1257.528998 385.570635 -871.958364
1230 -1257.974964 386.019341 -871.955623
1231 -1258.440296 386.486172 -871.954124
1232 -1258.922512 386.968195 -871.954316
1233 -1259.419122 387.462512 -871.956609
1234 -1259.927113 387.966376 -871.960737
1235 -1260.443226 388.476550 -871.966676
1236 -1260.964490 388.989617 -871.974872
1237 -1261.487765 389.502587 -871.985178
1238 -1262.009680 390.011492 -871.998188
1239 -1262.527067 390.513466 -872.013602
1240 -1263.036505 391.005212 -872.031294
1241 -1263.535021 391.483559 -872.051463
1242 -1264.019294 391.945089 -872.074205
1243 -1264.486762 392.387303 -872.099459
1244 -1264.934121 392.806998 -872.127122
1245 -1265.359018 393.201826 -872.157191
1246 -1265.758900 393.569197 -872.189703
1247 -1266.131743 393.907463 -872.224280
1248 -1266.475419 394.214187 -872.261231
1249 -1266.788028 394.487725 -872.300304
1250 -1267.068073 394.726582 -872.341491
1251 -1267.313996 394.929268 -872.384729
1252 -1267.524563 395.094808 -872.429755
1253 -1267.698658 395.221864 -872.476794
1254 -1267.835439 395.310072 -872.525367
1255 -1267.934175 395.358032 -872.576143
1256 -1267.994030 395.365777 -872.628253
1257 -1268.014408 395.332549 -872.681859
1258 -1267.994865 395.257617 -872.737248
1259 -1267.935116 395.140864 -872.794252
1260 -1267.834688 394.982537 -872.852151
1261 -1267.693426 394.781783 -872.911643
1262 -1267.510969 394.538547 -872.972422
1263 -1267.287128 394.253165 -873.033962
1264 -1267.022196 393.925307 -873.096890
1265 -1266.716078 393.555798 -873.160281
1266 -1266.368992 393.144275 -873.224717
1267 -1265.981128 392.691534 -873.289594
1268 -1265.552888 392.198250 -873.354638
1269 -1265.085052 391.664883 -873.420169
1270 -1264.578470 391.092656 -873.485814
1271 -1264.033816 390.482791 -873.551025
1272 -1263.452446 389.836237 -873.616209
1273 -1262.835561 389.155101 -873.680460
1274 -1262.184741 388.440453 -873.744288
1275 -1261.501669 387.694553 -873.807117
1276 -1260.788204 386.919690 -873.868514
1277 -1260.046497 386.118063 -873.928435
1278 -1259.278847 385.291930 -873.986917
1279 -1258.487778 384.444344 -874.043434
1280 -1257.676005 383.578052 -874.097953
1281 -1256.846275 382.695983 -874.150293
1282 -1256.001616 381.801585 -874.200031
1283 -1255.145162 380.897940 -874.247222
1284 -1254.280137 379.988403 -874.291734
1285 -1253.409679 379.076423 -874.333256
1286 -1252.537389 378.165722 -874.371668
1287 -1251.666527 377.260019 -874.406508
1288 -1250.800728 376.362458 -874.438270
1289 -1249.943483 375.476637 -874.466846
1290 -1249.098147 374.606339 -874.491808
1291 -1248.267876 373.754703 -874.513173
1292 -1247.456002 372.925360 -874.530642
1293 -1246.665901 372.121267 -874.544634
1294 -1245.900543 371.345228 -874.555314
1295 -1245.162580 370.600354 -874.562226
1296 -1244.454651 369.889266 -874.565384
1297 -1243.779284 369.214098 -874.565186
1298 -1243.138814 368.577074 -874.561740
1299 -1242.534778 367.979808 -874.554970
1300 -1241.969023 367.424342 -874.544681
1301 -1241.442924 366.911345 -874.531579
1302 -1240.957632 366.442369 -874.515262
1303 -1240.513965 366.017870 -874.496095
1304 -1240.112452 365.638424 -874.474028
1305 -1239.753582 365.304394 -874.449188
1306 -1239.437355 365.015930 -874.421424
1307 -1239.164109 364.773182 -874.390927
1308 -1238.933882 364.575842 -874.358040
1309 -1238.746552 364.423998 -874.322554
1310 -1238.601977 364.317526 -874.284451
1311 -1238.500125 364.256087 -874.244038
1312 -1238.440834 364.239892 -874.200941
1313 -1238.424033 364.268879 -874.155154
1314 -1238.449472 364.342524 -874.106948
1315 -1238.517822 364.461773 -874.056049
1316 -1238.628754 364.626164 -874.002590
1317 -1238.782859 364.836061 -873.946798
1318 -1238.980115 365.091737 -873.888378
1319 -1239.221033 365.393585 -873.827448
1320 -1239.505834 365.741848 -873.763986
1321 -1239.834950 366.136095 -873.698854
1322 -1240.208491 366.577118 -873.631373
1323 -1240.626429 367.064730 -873.561699
1324 -1241.088827 367.598350 -873.490477
1325 -1241.595403 368.177852 -873.417550
1326 -1242.145753 368.802472 -873.343281
1327 -1242.738880 369.471199 -873.267681
1328 -1243.374261 370.182779 -873.191482
1329 -1244.050323 370.935685 -873.114638
1330 -1244.765631 371.728448 -873.037183
1331 -1245.518245 372.558320 -872.959924
1332 -1246.305951 373.423346 -872.882605
1333 -1247.126493 374.320532 -872.805960
1334 -1247.976929 375.247283 -872.729645
1335 -1248.854530 376.200087 -872.654443
1336 -1249.756064 377.175707 -872.580357
1337 -1250.678347 378.170847 -872.507501
1338 -1251.618000 379.181598 -872.436403
1339 -1252.571435 380.204084 -872.367352
1340 -1253.534787 381.235160 -872.299627
1341 -1254.504690 382.270158 -872.234531
1342 -1255.477362 383.305476 -872.171885
1343 -1256.448980 384.338002 -872.110979
1344 -1257.416126 385.363035 -872.053091
1345 -1258.375004 386.377282 -871.997723
1346 -1259.322167 387.376836 -871.945331
1347 -1260.254155 388.358586 -871.895569
1348 -1261.167457 389.318415 -871.849041
1349 -1262.058764 390.253517 -871.805247
1350 -1262.924906 391.160231 -871.764675
1351 -1263.762678 392.035021 -871.727657
1352 -1264.569135 392.875295 -871.693839
1353 -1265.341268 393.677853 -871.663415
1354 -1266.076010 394.439158 -871.636852
1355 -1266.770574 395.156955 -871.613619
1356 -1267.422357 395.828594 -871.593763
1357 -1268.028945 396.451270 -871.577675
1358 -1268.587790 397.022854 -871.564936
