# T U K E
3716 -1267.053900 387.599296 -879.454603
3717 -1267.342425 387.857269 -879.485156
3718 -1267.656075 388.138413 -879.517662
3719 -1267.991409 388.438882 -879.552527
3720 -1268.344272 388.754861 -879.589411
3721 -1268.710365 389.081619 -879.628747
3722 -1269.085514 389.415493 -879.670022
3723 -1269.465593 389.751326 -879.714267
3724 -1269.846483 390.085486 -879.760997
3725 -1270.223756 390.413703 -879.810053
3726 -1270.593402 390.732009 -879.861393
3727 -1270.951785 391.036531 -879.915254
3728 -1271.295421 391.324157 -879.971265
3729 -1271.620940 391.591806 -880.029135
3730 -1271.925550 391.836429 -880.089121
3731 -1272.206651 392.055831 -880.150820
3732 -1272.462173 392.248091 -880.214081
3733 -1272.690220 392.410893 -880.279327
3734 -1272.888849 392.543660 -880.345189
3735 -1273.057406 392.644654 -880.412752
3736 -1273.194803 392.713604 -880.481199
3737 -1273.300408 392.750146 -880.550262
3738 -1273.374395 392.754374 -880.620021
3739 -1273.416937 392.726810 -880.690127
3740 -1273.428477 392.667852 -880.760625
3741 -1273.410066 392.578571 -880.831495
3742 -1273.362998 392.461168 -880.901831
3743 -1273.288781 392.316710 -880.972070
3744 -1273.189306 392.147857 -881.041450
3745 -1273.067123 391.956958 -881.110165
3746 -1272.924751 391.746426 -881.178326
3747 -1272.764828 391.519893 -881.244935
3748 -1272.590768 391.280230 -881.310538
3749 -1272.405806 391.031007 -881.374799
3750 -1272.213472 390.776007 -881.437465
3751 -1272.017475 390.519047 -881.498428
3752 -1271.821755 390.264030 -881.557725
3753 -1271.629708 390.014040 -881.615669
3754 -1271.445372 389.773743 -881.671629
3755 -1271.272000 389.546007 -881.725993
3756 -1271.113124 389.334311 -881.778813
3757 -1270.971931 389.141611 -881.830320
3758 -1270.850867 388.970408 -881.880459
3759 -1270.752761 388.823021 -881.929740
3760 -1270.679397 388.701460 -881.977938
3761 -1270.632485 388.607066 -882.025419
3762 -1270.613171 388.541027 -882.072143
3763 -1270.622558 388.503799 -882.118759
3764 -1270.660856 388.495776 -882.165080
3765 -1270.728449 388.516772 -882.211676
3766 -1270.824736 388.566481 -882.258255
3767 -1270.949409 388.643984 -882.305425
3768 -1271.101310 388.748486 -882.352823
3769 -1271.279439 388.878338 -882.401101
3770 -1271.482371 389.032805 -882.449566
3771 -1271.708643 389.209261 -882.499383
3772 -1271.956567 389.406300 -882.550267
3773 -1272.224383 389.622213 -882.602170
3774 -1272.510023 389.854832 -882.655190
3775 -1272.811455 390.101837 -882.709618
3776 -1273.126443 390.361120 -882.765322
3777 -1273.452737 390.630699 -882.822038
3778 -1273.788391 390.907886 -882.880505
3779 -1274.130841 391.190485 -882.940356
3780 -1274.478031 391.476084 -883.001947
3781 -1274.827537 391.762518 -883.065020
3782 -1275.177273 392.047558 -883.129715
3783 -1275.524993 392.329252 -883.195741
3784 -1275.868529 392.605312 -883.263217
3785 -1276.206133 392.873725 -883.332408
3786 -1276.535807 393.132874 -883.402933
3787 -1276.855953 393.381143 -883.474810
3788 -1277.165183 393.617037 -883.548146
3789 -1277.462048 393.839124 -883.622924
3790 -1277.745554 394.046795 -883.698759
3791 -1278.014704 394.239044 -883.775660
3792 -1278.269068 394.415628 -883.853440
3793 -1278.508141 394.576030 -883.932111
3794 -1278.731758 394.720037 -884.011720
3795 -1278.940106 394.848110 -884.091996
3796 -1279.133292 394.960493 -884.172800
3797 -1279.312151 395.057920 -884.254231
3798 -1279.477211 395.141277 -884.335935
3799 -1279.629234 395.211114 -884.418120
3800 -1279.769264 395.268807 -884.500458
3801 -1279.898567 395.315423 -884.583144
3802 -1280.018243 395.352428 -884.665815
3803 -1280.129544 395.380648 -884.748896
3804 -1280.233809 395.401822 -884.831987
3805 -1280.332132 395.416805 -884.915328
3806 -1280.425801 395.426970 -884.998831
3807 -1280.515920 395.433355 -885.082565
3808 -1280.603733 395.436846 -885.166887
3809 -1280.689881 395.438541 -885.251339
3810 -1280.775178 395.439143 -885.336035
3811 -1280.860580 395.439047 -885.421533
3812 -1280.946389 395.439047 -885.507342
3813 -1281.033032 395.439326 -885.593706
3814 -1281.120967 395.440434 -885.680533
3815 -1281.210304 395.442156 -885.768148
3816 -1281.301481 395.445042 -885.856439
3817 -1281.394206 395.448787 -885.945420
3818 -1281.488925 395.453878 -886.035047
3819 -1281.585275 395.460102 -886.125173
3820 -1281.683351 395.467275 -886.216076
3821 -1281.783180 395.475612 -886.307569
3822 -1281.884696 395.484928 -886.399768
3823 -1281.988215 395.495560 -886.492655
3824 -1282.093600 395.507629 -886.585972
3825 -1282.201019 395.521135 -886.679885
3826 -1282.310900 395.536474 -886.774426
3827 -1282.423048 395.553709 -886.869340
3828 -1282.537929 395.573112 -886.964817
3829 -1282.655940 395.595355 -887.060585
3830 -1282.777498 395.620590 -887.156908
3831 -1282.902967 395.649153 -887.253814
3832 -1283.032557 395.681654 -887.350904
3833 -1283.166832 395.718427 -887.448405
3834 -1283.306206 395.759870 -887.546335
3835 -1283.451050 395.806715 -887.644336
3836 -1283.601989 395.858776 -887.743212
3837 -1283.759300 395.917215 -887.842085
3838 -1283.923334 395.981389 -887.941945
3839 -1284.094420 396.052366 -888.042054
3840 -1284.272685 396.130115 -888.142570
3841 -1284.458362 396.214696 -888.243666
3842 -1284.651626 396.306079 -888.345547
3843 -1284.852355 396.404384 -888.447970
3844 -1285.060697 396.509460 -888.551237
3845 -1285.276285 396.621061 -888.655224
3846 -1285.498799 396.738515 -888.760284
3847 -1285.727790 396.861669 -888.866121
3848 -1285.962962 396.989944 -888.973017
3849 -1286.203395 397.122210 -889.081184
3850 -1286.448347 397.258284 -889.190063
3851 -1286.697062 397.396762 -889.300301
3852 -1286.948592 397.536361 -889.412231
3853 -1287.201451 397.676168 -889.525283
3854 -1287.454805 397.814625 -889.640180
3855 -1287.706641 397.950513 -889.756128
3856 -1287.955630 398.081848 -889.873782
3857 -1288.200266 398.206983 -889.993283
3858 -1288.438614 398.323905 -890.114708
3859 -1288.668746 398.430967 -890.237779
3860 -1288.888686 398.525851 -890.362835
3861 -1289.096119 398.606269 -890.489850
3862 -1289.288791 398.669752 -890.619039
3863 -1289.464297 398.714073 -890.750224
3864 -1289.620357 398.736701 -890.883656
3865 -1289.754216 398.735471 -891.018744
3866 -1289.863588 398.707244 -891.156345
3867 -1289.945605 398.650220 -891.295385
3868 -1289.998080 398.561168 -891.436912
3869 -1290.018597 398.438381 -891.580216
3870 -1290.004598 398.279452 -891.725146
3871 -1289.954012 398.081912 -891.872100
3872 -1289.864724 397.844605 -892.020120
3873 -1289.735166 397.565915 -892.169251
3874 -1289.563872 397.244230 -892.319642
3875 -1289.349574 396.878301 -892.471273
3876 -1289.091504 396.468924 -892.622580
3877 -1288.789163 396.014090 -892.775073
3878 -1288.442572 395.515264 -892.927308
3879 -1288.052081 394.972970 -893.079111
3880 -1287.618479 394.388461 -893.230018
3881 -1287.143412 393.763325 -893.380087
3882 -1286.628474 393.099518 -893.528956
3883 -1286.076043 392.400369 -893.675674
3884 -1285.488844 391.668380 -893.820464
3885 -1284.870277 390.907337 -893.962940
3886 -1284.223977 390.121391 -894.102586
3887 -1283.553929 389.314844 -894.239084
3888 -1282.864723 388.492427 -894.372296
3889 -1282.161050 387.659083 -894.501968
3890 -1281.447895 386.820303 -894.627592
3891 -1280.730243 385.980785 -894.749457
3892 -1280.013558 385.146388 -894.867170
3893 -1279.302848 384.322204 -894.980644
3894 -1278.603305 383.512840 -895.090464
3895 -1277.919752 382.724030 -895.195722
3896 -1277.256730 381.959433 -895.297297
3897 -1276.618289 381.223745 -895.394543
3898 -1276.008481 380.520229 -895.488252
3899 -1275.430550 379.851963 -895.578587
3900 -1274.887199 379.221598 -895.665601
3901 -1274.380660 378.631329 -895.749331
3902 -1273.912910 378.082555 -895.830355
3903 -1273.484906 377.576097 -895.908808
3904 -1273.097076 377.112441 -895.984635
3905 -1272.749743 376.691522 -896.058222
3906 -1272.442759 376.312817 -896.129942
3907 -1272.175094 375.975470 -896.199624
3908 -1271.945858 375.678197 -896.267661
3909 -1271.753855 375.420017 -896.333838
3910 -1271.597541 375.199068 -896.398473
3911 -1271.475414 375.013484 -896.461930
3912 -1271.385453 374.862013 -896.523440
3913 -1271.326080 374.742334 -896.583746
3914 -1271.295260 374.652552 -896.642708
3915 -1271.291043 374.590897 -896.700147
3916 -1271.311620 374.555046 -896.756574
3917 -1271.354708 374.543046 -896.811662
3918 -1271.418517 374.552820 -896.865697
3919 -1271.500587 374.581834 -896.918753
3920 -1271.598679 374.627952 -896.970727
3921 -1271.710236 374.688577 -897.021658
3922 -1271.832985 374.760690 -897.072294
3923 -1271.964063 374.842000 -897.122063
3924 -1272.100842 374.929945 -897.170898
3925 -1272.240285 375.020586 -897.219699
3926 -1272.379530 375.111758 -897.267772
3927 -1272.515425 375.199860 -897.315564
3928 -1272.644884 375.281659 -897.363225
3929 -1272.764896 375.354316 -897.410580
3930 -1272.872181 375.414658 -897.457522
3931 -1272.963983 375.459728 -897.504255
3932 -1273.037328 375.487085 -897.550244
3933 -1273.089847 375.493586 -897.596261
3934 -1273.118734 375.477251 -897.641483
3935 -1273.122235 375.436463 -897.685772
3936 -1273.098376 375.369120 -897.729257
3937 -1273.045825 375.274062 -897.771763
3938 -1272.963310 375.150620 -897.812690
3939 -1272.850295 374.997730 -897.852566
3940 -1272.706358 374.815361 -897.890997
3941 -1272.531230 374.603638 -897.927592
3942 -1272.325170 374.363173 -897.961997
3943 -1272.088608 374.093633 -897.994974
3944 -1271.822273 373.796790 -898.025484
3945 -1271.527055 373.473285 -898.053771
3946 -1271.203731 373.123944 -898.079787
3947 -1270.853798 372.750295 -898.103503
3948 -1270.478293 372.353866 -898.124427
3949 -1270.078477 371.935053 -898.143424
3950 -1269.655393 371.495750 -898.159643
3951 -1269.210206 371.036843 -898.173363
3952 -1268.744236 370.560043 -898.184193
3953 -1268.258641 370.065959 -898.192682
3954 -1267.754747 369.555937 -898.198811
3955 -1267.233597 369.031532 -898.202065
3956 -1266.696545 368.493813 -898.202731
3957 -1266.144956 367.944949 -898.200007
3958 -1265.580601 367.386067 -898.194535
3959 -1265.005193 366.819945 -898.185248
3960 -1264.421031 366.247987 -898.173044
3961 -1263.830494 365.673886 -898.156607
3962 -1263.236635 365.100266 -898.136369
3963 -1262.642618 364.530850 -898.111768
3964 -1262.052167 363.969359 -898.082808
3965 -1261.469404 363.420250 -898.049154
3966 -1260.898696 362.888067 -898.010629
3967 -1260.344630 362.377754 -897.966876
3968 -1259.812316 361.894099 -897.918216
3969 -1259.306578 361.442107 -897.864471
3970 -1258.832460 361.027086 -897.805374
3971 -1258.394907 360.653854 -897.741053
3972 -1257.998661 360.326743 -897.671917
3973 -1257.647837 360.049748 -897.598089
3974 -1257.346034 359.826407 -897.519628
3975 -1257.096541 359.659065 -897.437476
3976 -1256.901704 359.550284 -897.351420
3977 -1256.762874 359.500609 -897.262266
3978 -1256.681192 359.511166 -897.170027
3979 -1256.656435 359.580394 -897.076040
3980 -1256.687287 359.707529 -896.979757
3981 -1256.772143 359.890217 -896.881927
3982 -1256.908656 360.125401 -896.783255
3983 -1257.093580 360.409967 -896.683613
3984 -1257.323399 360.740128 -896.583272
3985 -1257.594054 361.111057 -896.482997
3986 -1257.901136 361.518573 -896.382562
3987 -1258.240298 361.958309 -896.281989
3988 -1258.606951 362.425715 -896.181236
3989 -1258.996719 362.916212 -896.080508
3990 -1259.405406 363.425312 -895.980094
3991 -1259.828748 363.949382 -895.879366
3992 -1260.262906 364.484180 -895.778726
3993 -1260.704209 365.025920 -895.678288
3994 -1261.149289 365.571948 -895.577341
3995 -1261.595238 366.118417 -895.476821
3996 -1262.038985 366.663069 -895.375916
3997 -1262.477839 367.202975 -895.274863
3998 -1262.909671 367.735847 -895.173824
3999 -1263.332094 368.259701 -895.072393
4000 -1263.743105 368.772493 -894.970613
4001 -1264.140953 369.272393 -894.868560
4002 -1264.523934 369.757297 -894.766637
4003 -1264.890184 370.225710 -894.664474
4004 -1265.238424 370.676108 -894.562316
4005 -1265.567261 371.107149 -894.460112
4006 -1265.875165 371.517218 -894.357946
4007 -1266.160858 371.905248 -894.255610
4008 -1266.423376 372.269837 -894.153539
4009 -1266.661519 372.609827 -894.051692
4010 -1266.873940 372.924243 -893.949696
4011 -1267.060133 373.212203 -893.847929
4012 -1267.218954 373.472763 -893.746191
4013 -1267.349975 373.705192 -893.644784
4014 -1267.452366 373.909217 -893.543149
4015 -1267.525759 374.084323 -893.441436
4016 -1267.569842 374.229779 -893.340063
4017 -1267.584462 374.345862 -893.238600
4018 -1267.569637 374.432758 -893.136879
4019 -1267.525562 374.490529 -893.035033
4020 -1267.452671 374.519789 -892.932882
4021 -1267.351562 374.520997 -892.830565
4022 -1267.222950 374.495255 -892.727695
4023 -1267.067837 374.443602 -892.624236
4024 -1266.887401 374.367382 -892.520019
4025 -1266.683064 374.267820 -892.415244
4026 -1266.456466 374.146625 -892.309841
4027 -1266.209037 374.005844 -892.203193
4028 -1265.942634 373.846607 -892.096027
4029 -1265.659046 373.671297 -891.987749
4030 -1265.360345 373.481929 -891.878416
4031 -1265.048478 373.280640 -891.767837
4032 -1264.725416 373.069111 -891.656306
4033 -1264.393293 372.849598 -891.543695
4034 -1264.053651 372.623356 -891.430295
4035 -1263.708443 372.392856 -891.315587
4036 -1263.359249 372.159258 -891.199991
4037 -1263.007762 371.924302 -891.083460
4038 -1262.654898 371.688598 -890.966300
4039 -1262.301652 371.453580 -890.848072
4040 -1261.949048 371.219615 -890.729432
4041 -1261.597637 370.987283 -890.610354
4042 -1261.247454 370.756673 -890.490780
4043 -1260.898856 370.528215 -890.370641
4044 -1260.551659 370.301478 -890.250181
4045 -1260.205637 370.076159 -890.129478
4046 -1259.860436 369.851952 -890.008484
4047 -1259.515385 369.628063 -889.887322
4048 -1259.170281 369.404582 -889.765699
4049 -1258.824387 369.180504 -889.643883
4050 -1258.477390 368.955705 -889.521685
4051 -1258.128925 368.730216 -889.398709
4052 -1257.779083 368.504098 -889.274985
4053 -1257.427958 368.277320 -889.150638
4054 -1257.075876 368.050920 -889.024957
4055 -1256.723916 367.825386 -888.898531
4056 -1256.372886 367.602488 -888.770399
4057 -1256.024299 367.383477 -888.640822
4058 -1255.679871 367.170428 -888.509444
4059 -1255.341586 366.965416 -888.376170
4060 -1255.011722 366.770456 -888.241266
4061 -1254.692272 366.588201 -888.104071
4062 -1254.385825 366.421031 -887.964794
4063 -1254.094844 366.271265 -887.823579
4064 -1253.821459 366.141252 -887.680206
4065 -1253.567849 366.032609 -887.535240
4066 -1253.336017 365.947530 -887.388487
4067 -1253.127106 365.886992 -887.240114
4068 -1252.942497 365.852061 -887.090436
4069 -1252.782790 365.843315 -886.939475
4070 -1252.648672 365.861180 -886.787492
4071 -1252.540205 365.905501 -886.634704
4072 -1252.457055 365.976002 -886.481053
4073 -1252.398869 366.071857 -886.327011
4074 -1252.364951 366.192332 -886.172618
4075 -1252.354445 366.337060 -886.017385
4076 -1252.366507 366.504511 -885.861996
4077 -1252.400130 366.694197 -885.705932
4078 -1252.454540 366.904743 -885.549797
4079 -1252.528931 367.135812 -885.393119
4080 -1252.622670 367.386425 -885.236245
4081 -1252.735038 367.656368 -885.078670
4082 -1252.865639 367.944969 -884.920670
4083 -1253.014003 368.251676 -884.762327
4084 -1253.179869 368.576550 -884.603320
4085 -1253.362989 368.918948 -884.444041
4086 -1253.562984 369.278505 -884.284479
4087 -1253.779612 369.654881 -884.124730
4088 -1254.012340 370.047559 -883.964781
4089 -1254.260668 370.455926 -883.804742
4090 -1254.524132 370.879494 -883.644638
4091 -1254.802048 371.317101 -883.484947
4092 -1255.093377 371.767922 -883.325455
4093 -1255.397317 372.230920 -883.166397
4094 -1255.712596 372.704720 -883.007876
4095 -1256.038169 373.188253 -882.849917
4096 -1256.372743 373.679962 -882.692781
4097 -1256.715027 374.178534 -882.536494
4098 -1257.063485 374.682504 -882.380982
4099 -1257.416916 375.190192 -882.226724
4100 -1257.773641 375.699891 -882.073750
4101 -1258.132216 376.210958 -881.921257
4102 -1258.491434 376.720831 -881.770604
4103 -1258.849964 377.229234 -881.620730
4104 -1259.206539 377.734367 -881.472172
4105 -1259.559864 378.234949 -881.324915
4106 -1259.908978 378.729912 -881.179066
4107 -1260.252807 379.218403 -881.034404
4108 -1260.590275 379.699231 -880.891044
4109 -1260.920742 380.171786 -880.748956
4110 -1261.243419 380.634973 -880.608447
4111 -1261.557667 381.088271 -880.469396
4112 -1261.863020 381.531591 -880.331429
4113 -1262.158726 381.963560 -880.195166
4114 -1262.444527 382.384393 -880.060134
4115 -1262.720313 382.794152 -879.926160
4116 -1262.985810 383.191801 -879.794009
4117 -1263.241085 383.577799 -879.663286
4118 -1263.486098 383.952298 -879.533800
4119 -1263.721146 384.315210 -879.405936
4120 -1263.946424 384.667359 -879.279065
4121 -1264.162388 385.008471 -879.153917
4122 -1264.369590 385.339799 -879.029791
4123 -1264.568777 385.661436 -878.907341
4124 -1264.760422 385.974542 -878.785880
4125 -1264.945766 386.280064 -878.665702
4126 -1265.125488 386.578400 -878.547087
4127 -1265.300724 386.871504 -878.429220
4128 -1265.472713 387.159652 -878.313061
4129 -1265.642366 387.444491 -878.197875
4130 -1265.811003 387.726908 -878.084095
4131 -1265.979647 388.007848 -877.971799
4132 -1266.149264 388.288625 -877.860639
4133 -1266.320918 388.569849 -877.751068
4134 -1266.495695 388.852497 -877.643198
4135 -1266.674197 389.137118 -877.537078
4136 -1266.856903 389.424384 -877.432519
4137 -1267.044460 389.714538 -877.329923
4138 -1267.236760 390.007672 -877.229089
4139 -1267.434011 390.303053 -877.130958
4140 -1267.635890 390.601200 -877.034689
4141 -1267.842110 390.901381 -876.940729
4142 -1268.051854 391.202558 -876.849297
4143 -1268.264435 391.503631 -876.760804
4144 -1268.478711 391.803777 -876.674934
4145 -1268.693465 392.101440 -876.592024
4146 -1268.907312 392.395094 -876.512217
4147 -1269.118833 392.683549 -876.435284
4148 -1269.326310 392.965249 -876.361060
4149 -1269.528531 393.238211 -876.290319
4150 -1269.723632 393.501246 -876.222386
4151 -1269.910391 393.752615 -876.157777
4152 -1270.087067 393.990914 -876.096153
4153 -1270.252422 394.215017 -876.037405
4154 -1270.405270 394.423642 -875.981628
4155 -1270.544291 394.615479 -875.928812
4156 -1270.668746 394.790040 -875.878706
4157 -1270.777736 394.946534 -875.831202
4158 -1270.870734 395.084474 -875.786259
4159 -1270.947488 395.203526 -875.743962
4160 -1271.007788 395.303783 -875.704005
4161 -1271.051526 395.385308 -875.666218
4162 -1271.079029 395.448255 -875.630775
4163 -1271.090609 395.493296 -875.597313
4164 -1271.086524 395.520708 -875.565816
4165 -1271.067796 395.531408 -875.536388
4166 -1271.034835 395.526160 -875.508675
4167 -1270.988585 395.505698 -875.482887
4168 -1270.929826 395.470785 -875.459040
4169 -1270.859548 395.422889 -875.436659
4170 -1270.778788 395.362589 -875.416199
4171 -1270.688031 395.290771 -875.397260
4172 -1270.588421 395.208321 -875.380100
4173 -1270.480462 395.116004 -875.364459
4174 -1270.365286 395.014581 -875.350705
4175 -1270.242993 394.904360 -875.338633
4176 -1270.114227 394.785889 -875.328338
4177 -1269.979298 394.659627 -875.319670
4178 -1269.838171 394.525331 -875.312840
4179 -1269.691154 394.383305 -875.307849
4180 -1269.537892 394.233185 -875.304707
4181 -1269.378158 394.074848 -875.303311
4182 -1269.211568 393.908081 -875.303488
4183 -1269.037622 393.731633 -875.305990
4184 -1268.855635 393.545230 -875.310405
4185 -1268.665153 393.348537 -875.316616
4186 -1268.464810 393.140273 -875.324537
4187 -1268.254303 392.919645 -875.334658
4188 -1268.032546 392.686379 -875.346167
4189 -1267.798967 392.439378 -875.359589
4190 -1267.552613 392.178213 -875.374400
4191 -1267.292782 391.902033 -875.390749
4192 -1267.018805 391.610532 -875.408273
4193 -1266.730295 391.302705 -875.427590
4194 -1266.426608 390.979223 -875.447385
4195 -1266.107743 390.638989 -875.468754
4196 -1265.773436 390.282523 -875.490913
4197 -1265.423499 389.909794 -875.513705
4198 -1265.058243 389.521262 -875.536981
4199 -1264.677744 389.116866 -875.560878
4200 -1264.282730 388.697706 -875.585025
4201 -1263.873604 388.264361 -875.609243
4202 -1263.451313 387.817901 -875.633413
4203 -1263.016507 387.359088 -875.657418
4204 -1262.570583 386.889328 -875.681255
4205 -1262.114443 386.409780 -875.704663
4206 -1261.649770 385.922488 -875.727283
4207 -1261.177884 385.428795 -875.749089
4208 -1260.700645 384.930593 -875.770051
4209 -1260.219677 384.429928 -875.789749
4210 -1259.737276 383.928780 -875.808496
4211 -1259.255255 383.429745 -875.825510
4212 -1258.775743 382.934163 -875.841580
4213 -1258.301004 382.445086 -875.855918
4214 -1257.833466 381.964588 -875.868878
4215 -1257.375139 381.495292 -875.879847
4216 -1256.928278 381.038844 -875.889433
4217 -1256.494853 380.597838 -875.897015
4218 -1256.076912 380.173857 -875.903055
4219 -1255.676499 379.768854 -875.907645
4220 -1255.295087 379.384322 -875.910765
4221 -1254.933864 379.021754 -875.912109
4222 -1254.593954 378.681729 -875.912224
4223 -1254.276029 378.364550 -875.911479
4224 -1253.980568 378.070885 -875.909682
4225 -1253.707179 377.800032 -875.907147
4226 -1253.455691 377.551744 -875.903947
4227 -1253.224961 377.324982 -875.899979
4228 -1253.013845 377.118279 -875.895566
4229 -1252.821216 376.930261 -875.890955
4230 -1252.644956 376.758302 -875.886655
4231 -1252.483124 376.601270 -875.881853
4232 -1252.333571 376.456023 -875.877547
4233 -1252.193853 376.320972 -875.872880
4234 -1252.061585 376.193218 -875.868368
4235 -1251.934344 376.070226 -875.864118
4236 -1251.809870 375.950257 -875.859613
4237 -1251.685893 375.830717 -875.855176
4238 -1251.560147 375.709500 -875.850647
4239 -1251.430749 375.585233 -875.845516
4240 -1251.296634 375.456634 -875.840000
4241 -1251.156120 375.322574 -875.833546
4242 -1251.008394 375.181376 -875.827017
4243 -1250.852420 375.033345 -875.819075
4244 -1250.688036 374.878024 -875.810012
4245 -1250.515185 374.715443 -875.799743
4246 -1250.333986 374.545603 -875.788384
4247 -1250.144717 374.369664 -875.775053
4248 -1249.948180 374.187810 -875.760370
4249 -1249.745152 374.001292 -875.743860
4250 -1249.536695 373.810721 -875.725974
4251 -1249.323881 373.617836 -875.706045
4252 -1249.107762 373.423950 -875.683812
4253 -1248.889730 373.229612 -875.660117
4254 -1248.670955 373.036532 -875.634423
4255 -1248.452767 372.846112 -875.606655
4256 -1248.236248 372.658810 -875.577438
4257 -1248.022473 372.476122 -875.546351
4258 -1247.812227 372.298932 -875.513296
4259 -1247.606025 372.127391 -875.478634
4260 -1247.404775 371.962294 -875.442481
4261 -1247.208705 371.803640 -875.405066
4262 -1247.018057 371.652221 -875.365836
4263 -1246.832848 371.507397 -875.325452
4264 -1246.652793 371.368922 -875.283871
4265 -1246.477720 371.236369 -875.241352
4266 -1246.307023 371.109401 -875.197622
4267 -1246.140088 370.987226 -875.152862
4268 -1245.975951 370.868621 -875.107330
4269 -1245.814012 370.753282 -875.060730
4270 -1245.653217 370.640231 -875.012986
4271 -1245.492954 370.528705 -874.964249
4272 -1245.332256 370.417454 -874.914802
4273 -1245.170247 370.306293 -874.863954
4274 -1245.006521 370.194094 -874.812427
4275 -1244.840066 370.080673 -874.759392
4276 -1244.670910 369.965513 -874.705397
4277 -1244.498527 369.848307 -874.650220
4278 -1244.322637 369.728934 -874.593703
4279 -1244.143314 369.607608 -874.535707
4280 -1243.960698 369.484481 -874.476218
4281 -1243.774844 369.359797 -874.415047
4282 -1243.586238 369.233527 -874.352711
4283 -1243.395353 369.106708 -874.288646
4284 -1243.202494 368.979522 -874.222972
4285 -1243.008359 368.852918 -874.155442
4286 -1242.813423 368.727168 -874.086256
4287 -1242.618680 368.603340 -874.015340
4288 -1242.424287 368.481680 -873.942607
4289 -1242.231356 368.362798 -873.868558
4290 -1242.040464 368.248066 -873.792399
4291 -1241.852492 368.137972 -873.714520
4292 -1241.668383 368.033768 -873.634616
4293 -1241.489184 367.935971 -873.553212
4294 -1241.315683 367.846170 -873.469513
4295 -1241.149571 367.765706 -873.383866
4296 -1240.992137 367.696195 -873.295942
4297 -1240.845197 367.639500 -873.205697
4298 -1240.710664 367.597633 -873.113031
4299 -1240.590624 367.572394 -873.018229
4300 -1240.487583 367.566988 -872.920595
4301 -1240.404250 367.584098 -872.820153
4302 -1240.343310 367.626470 -872.716840
4303 -1240.308039 367.697032 -872.611006
4304 -1240.301302 367.799232 -872.502070
4305 -1240.326459 367.936242 -872.390217
4306 -1240.387158 368.111813 -872.275345
4307 -1240.486528 368.329057 -872.157471
4308 -1240.627975 368.590808 -872.037167
4309 -1240.814559 368.900514 -871.914045
4310 -1241.049081 369.260704 -871.788377
4311 -1241.334258 369.673512 -871.660747
4312 -1241.672203 370.140704 -871.531499
4313 -1242.064668 370.664505 -871.400163
4314 -1242.512717 371.244850 -871.267867
4315 -1243.017348 371.882713 -871.134636
4316 -1243.578266 372.577692 -871.000574
4317 -1244.195512 373.328991 -870.866521
4318 -1244.867692 374.134652 -870.733039
4319 -1245.593127 374.993054 -870.600073
4320 -1246.369537 375.901721 -870.467816
4321 -1247.194257 376.857201 -870.337055
4322 -1248.064291 377.856347 -870.207944
4323 -1248.975987 378.894974 -870.081013
4324 -1249.925508 379.969204 -869.956303
4325 -1250.908523 381.074456 -869.834068
4326 -1251.921051 382.206484 -869.714566
4327 -1252.958245 383.360222 -869.598023
4328 -1254.015814 384.531180 -869.484634
4329 -1255.089168 385.714444 -869.374724
4330 -1256.173730 386.905282 -869.268449
4331 -1257.264836 388.099115 -869.165721
4332 -1258.357991 389.291061 -869.066930
4333 -1259.448512 390.476571 -868.971941
4334 -1260.532245 391.651162 -868.881083
4335 -1261.604727 392.810193 -868.794534
4336 -1262.661469 393.949059 -868.712410
4337 -1263.698331 395.063610 -868.634721
4338 -1264.711201 396.149638 -868.561563
4339 -1265.695952 397.202292 -868.493659
4340 -1266.648226 398.217761 -868.430464
4341 -1267.564234 399.192325 -868.371908
4342 -1268.440088 400.121472 -868.318617
4343 -1269.272021 401.001664 -868.270357
4344 -1270.056537 401.829184 -868.227353
4345 -1270.790155 402.600650 -868.189505
4346 -1271.469557 403.312587 -868.156969
4347 -1272.091782 403.962256 -868.129526
4348 -1272.653888 404.546731 -868.107157
4349 -1273.153563 405.063701 -868.089862
4350 -1273.588560 405.511127 -868.077433
4351 -1273.957004 405.887184 -868.069820
4352 -1274.257348 406.190476 -868.066872
4353 -1274.488260 406.419607 -868.068653
4354 -1274.648638 406.574338 -868.074300
4355 -1274.738224 406.653944 -868.084280
4356 -1274.756780 406.658769 -868.098011
4357 -1274.704304 406.588361 -868.115943
4358 -1274.581365 406.444193 -868.137173
4359 -1274.388653 406.227093 -868.161560
4360 -1274.127268 405.938138 -868.189129
4361 -1273.798545 405.578890 -868.219655
4362 -1273.404056 405.151399 -868.252658
4363 -1272.945605 404.657501 -868.288104
4364 -1272.425259 404.099613 -868.325646
4365 -1271.845487 403.480212 -868.365275
4366 -1271.208848 402.802537 -868.406311
4367 -1270.518044 402.069521 -868.448523
4368 -1269.775845 401.283731 -868.492114
4369 -1268.985724 400.449200 -868.536525
4370 -1268.150764 399.569347 -868.581417
4371 -1267.274445 398.647471 -868.626974
4372 -1266.360386 397.688304 -868.672083
4373 -1265.412185 396.694807 -868.717378
4374 -1264.434130 395.671681 -868.762448
4375 -1263.429521 394.622986 -868.806535
4376 -1262.402585 393.552383 -868.850203
4377 -1261.357453 392.464755 -868.892698
4378 -1260.297893 391.363947 -868.933946
4379 -1259.228166 390.254443 -868.973723
4380 -1258.152317 389.140514 -869.011803
4381 -1257.074379 388.026218 -869.048161
